gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT3G04225,46192.17712971305,-0.04731495687845519,0.013298788605232127,34.03956981039953,2.8954304727757375e-254,1.1389175764663364e-251
AT3G21900,46192.17712971305,-0.04731495687845519,0.013298788605232127,34.03956981039953,2.8954304727757375e-254,1.1389175764663364e-251
AT3G21910,46192.17712971305,-0.04731495687845519,0.013298788605232127,34.03956981039953,2.8954304727757375e-254,1.1389175764663364e-251
AT3G21920,46192.17712971305,-0.04731495687845519,0.013298788605232127,34.03956981039953,2.8954304727757375e-254,1.1389175764663364e-251
AT3G21930,46192.17712971305,-0.04731495687845519,0.013298788605232127,34.03956981039953,2.8954304727757375e-254,1.1389175764663364e-251
AT3G21940,46192.17712971305,-0.04731495687845519,0.013298788605232127,34.03956981039953,2.8954304727757375e-254,1.1389175764663364e-251
AT3G21945,46192.17712971305,-0.04731495687845519,0.013298788605232127,34.03956981039953,2.8954304727757375e-254,1.1389175764663364e-251
AT3G21950,46192.17712971305,-0.04731495687845519,0.013298788605232127,34.03956981039953,2.8954304727757375e-254,1.1389175764663364e-251
AT3G21960,46192.17712971305,-0.04731495687845519,0.013298788605232127,34.03956981039953,2.8954304727757375e-254,1.1389175764663364e-251
AT3G21970,46192.17712971305,-0.04731495687845519,0.013298788605232127,34.03956981039953,2.8954304727757375e-254,1.1389175764663364e-251
AT3G22000,46192.17712971305,-0.04731495687845519,0.013298788605232127,34.03956981039953,2.8954304727757375e-254,1.1389175764663364e-251
AT3G22010,46192.17712971305,-0.04731495687845519,0.013298788605232127,34.03956981039953,2.8954304727757375e-254,1.1389175764663364e-251
AT3G22020,46192.17712971305,-0.04731495687845519,0.013298788605232127,34.03956981039953,2.8954304727757375e-254,1.1389175764663364e-251
AT3G22022,46192.17712971305,-0.04731495687845519,0.013298788605232127,34.03956981039953,2.8954304727757375e-254,1.1389175764663364e-251
AT3G22030,46192.17712971305,-0.04731495687845519,0.013298788605232127,34.03956981039953,2.8954304727757375e-254,1.1389175764663364e-251
AT3G22040,46192.17712971305,-0.04731495687845519,0.013298788605232127,34.03956981039953,2.8954304727757375e-254,1.1389175764663364e-251
AT3G22050,46192.17712971305,-0.04731495687845519,0.013298788605232127,34.03956981039953,2.8954304727757375e-254,1.1389175764663364e-251
AT3G04215,46192.17712971305,-0.04731495687845519,0.013298788605232127,34.03956981039953,2.8954304727757375e-254,1.1389175764663364e-251
AT3G21980,46192.17712971305,-0.04731495687845519,0.013298788605232127,34.03956981039953,2.8954304727757375e-254,1.1389175764663364e-251
AT3G21990,46192.17712971305,-0.04731495687845519,0.013298788605232127,34.03956981039953,2.8954304727757375e-254,1.1389175764663364e-251
AT4G15360,21254.164386160235,0.005370696666448206,0.022976185845913,21.527911841013264,4.264544610363624e-103,1.397882185405443e-100
AT4G15370,21254.164386160235,0.005370696666448206,0.022976185845913,21.527911841013264,4.264544610363624e-103,1.397882185405443e-100
AT4G15380,21254.164386160235,0.005370696666448206,0.022976185845913,21.527911841013264,4.264544610363624e-103,1.397882185405443e-100
AT4G15390,21254.164386160235,0.005370696666448206,0.022976185845913,21.527911841013264,4.264544610363624e-103,1.397882185405443e-100
AT5G05585,15774.963175245917,-7.71584489637015e-4,0.028356828145727896,17.605227670203107,1.1230133562624894e-69,3.0464641633506913e-67
AT5G37940,15774.963175245917,-7.71584489637015e-4,0.028356828145727896,17.605227670203107,1.1230133562624894e-69,3.0464641633506913e-67
AT5G37950,15774.963175245917,-7.71584489637015e-4,0.028356828145727896,17.605227670203107,1.1230133562624894e-69,3.0464641633506913e-67
AT5G37960,15774.963175245917,-7.71584489637015e-4,0.028356828145727896,17.605227670203107,1.1230133562624894e-69,3.0464641633506913e-67
AT5G37970,15774.963175245917,-7.71584489637015e-4,0.028356828145727896,17.605227670203107,1.1230133562624894e-69,3.0464641633506913e-67
AT4G15330,21777.930784551936,-0.11531613527971024,0.02196578607951586,17.5128658418023,5.714619606370639e-69,1.3222621306858183e-66
AT4G15340,21777.930784551936,-0.11531613527971024,0.02196578607951586,17.5128658418023,5.714619606370639e-69,1.3222621306858183e-66
AT4G15350,21777.930784551936,-0.11531613527971024,0.02196578607951586,17.5128658418023,5.714619606370639e-69,1.3222621306858183e-66
AT4G06325,21777.930784551936,-0.11531613527971024,0.02196578607951586,17.5128658418023,5.714619606370639e-69,1.3222621306858183e-66
AT4G15320,21777.930784551936,-0.11531613527971024,0.02196578607951586,17.5128658418023,5.714619606370639e-69,1.3222621306858183e-66
AT2G02630,28228.506596502342,0.10473876077760372,0.02322718408688052,17.01718287261747,3.0623682464671235e-65,5.876012437794356e-63
AT2G02635,28228.506596502342,0.10473876077760372,0.02322718408688052,17.01718287261747,3.0623682464671235e-65,5.876012437794356e-63
AT2G02640,28228.506596502342,0.10473876077760372,0.02322718408688052,17.01718287261747,3.0623682464671235e-65,5.876012437794356e-63
AT2G02650,28228.506596502342,0.10473876077760372,0.02322718408688052,17.01718287261747,3.0623682464671235e-65,5.876012437794356e-63
AT2G02660,28228.506596502342,0.10473876077760372,0.02322718408688052,17.01718287261747,3.0623682464671235e-65,5.876012437794356e-63
AT2G02680,28228.506596502342,0.10473876077760372,0.02322718408688052,17.01718287261747,3.0623682464671235e-65,5.876012437794356e-63
AT2G04265,28228.506596502342,0.10473876077760372,0.02322718408688052,17.01718287261747,3.0623682464671235e-65,5.876012437794356e-63
AT4G15650,23347.689839213537,0.1754116310755826,0.02081408577166869,15.594649339162148,3.9578430391348626e-55,6.227270237774793e-53
