gene_id,H2Aub,H3K27,misregulated
AT5G57870,0.9737594250361972,NA,NA
AT3G28695,1.708310247947413,NA,NA
AT3G28700,1.708310247947413,NA,NA
AT2G26540,1.392215946190459,NA,NA
AT5G37010,1.3125353827398532,1.989877242902958,NA
AT5G63260,1.8420011123140547,NA,NA
AT3G02410,0.8916700009736306,3.1384657659364557,NA
AT3G19950,1.4865764266185288,NA,NA
AT5G64170,1.4729884748041056,NA,NA
AT5G64180,1.4729884748041056,NA,NA
AT4G25650,1.1317716515403744,NA,NA
AT4G25660,1.1317716515403744,NA,NA
AT2G25950,0.9821137429640648,2.195348688359337,-3.36826071458255
AT2G25964,0.9821137429640648,NA,NA
AT4G22840,1.0268275741967765,1.7057257787345967,NA
AT4G22850,1.0268275741967765,NA,NA
AT1G47230,2.0687049832248476,NA,NA
AT4G21990,1.3170137582891528,NA,NA
AT1G59870,-1.3913434755904828,NA,NA
AT1G25520,1.4814321788922935,NA,NA
AT3G10380,1.6594050600764934,NA,NA
AT5G17610,1.539113134024408,NA,NA
AT4G10050,1.220077722012738,NA,NA
AT3G19170,1.0455536330515078,NA,NA
AT3G19180,1.0455536330515078,NA,NA
AT5G23050,1.4319782416410438,NA,NA
AT1G58340,-1.0112884227140797,-0.6326608750116341,NA
AT5G41690,1.105409862902438,NA,NA
AT2G18770,1.7642467910680086,NA,NA
AT5G03450,1.0197245577978875,NA,NA
AT5G03452,1.0197245577978875,NA,NA
AT5G03455,1.0197245577978875,2.1493132216941473,NA
AT4G28775,-0.7790772683751772,-0.682643861573409,NA
AT4G28780,-0.7790772683751772,-0.682643861573409,NA
AT4G28790,-0.7790772683751772,NA,NA
AT4G28800,-0.7790772683751772,NA,NA
AT5G16610,1.544363185210389,NA,NA
AT1G05267,1.026123718252118,NA,NA
AT1G05273,1.026123718252118,NA,NA
AT1G16820,1.026123718252118,NA,NA
AT1G16825,1.026123718252118,NA,NA
AT1G16830,1.026123718252118,NA,NA
AT5G13120,1.3839604796404483,NA,NA
AT3G23255,1.878829210134618,NA,NA
AT5G48770,0.8002042648356855,1.8172216779920929,NA
AT5G48775,0.8002042648356855,1.8172216779920929,NA
