bins,name,value,rep,type
H2Aub-Col-rep2.cov.RPGConly,22,1.4439814115677536,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,23,1.4430912990071487,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,24,1.4410616498440845,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,25,1.4421556721368278,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,26,1.4396189388792535,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,27,1.4398984990749208,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,28,1.440257343507917,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,29,1.440865602755582,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,30,1.4414129771779367,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,31,1.441740823904472,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,32,1.4399545576945354,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,33,1.4383995797773597,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,34,1.4382295662874225,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,35,1.4372588573087086,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,36,1.4379745373446322,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,37,1.4387374482838808,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,38,1.4382236137368951,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,39,1.436612638765998,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,40,1.4342195896182424,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,41,1.4303626246508343,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,42,1.4259194691171229,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,43,1.4237727169305952,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,44,1.4192941448042815,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,45,1.4154115247582406,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,46,1.4129767773760928,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,47,1.4060377020855137,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,48,1.401096472536434,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,49,1.3952613360550523,rep2,Col
H2Aub-Col-rep2.cov.RPGConly,50,1.3878127044553252,rep2,Col
