gene_id,name,value,mis_reg
AT1G03440,H3K27-Col,0.3910691129032258,Non-misegulated genes
AT1G03440,H3K27-ubp5,0.5861909036827195,Non-misegulated genes
AT1G03457,H3K27-Col,0.735149184,Non-misegulated genes
AT1G03457,H3K27-ubp5,0.8052433386243386,Non-misegulated genes
AT1G03475,H3K27-Col,0.5546016226912929,Non-misegulated genes
AT1G03475,H3K27-ubp5,0.7007517770419426,Non-misegulated genes
AT1G03520,H3K27-Col,0.5204509627329192,Non-misegulated genes
AT1G03520,H3K27-ubp5,0.6559874640522876,Non-misegulated genes
AT1G03530,H3K27-Col,0.6069805176678446,Non-misegulated genes
AT1G03530,H3K27-ubp5,0.7345341929307806,Non-misegulated genes
AT1G03560,H3K27-Col,0.4966826477272727,Non-misegulated genes
AT1G03560,H3K27-ubp5,0.6300908219178082,Non-misegulated genes
AT1G03590,H3K27-Col,0.5880252189349112,Non-misegulated genes
AT1G03590,H3K27-ubp5,0.6746602709284627,Non-misegulated genes
AT1G03600,H3K27-Col,0.6418795183246073,Non-misegulated genes
AT1G03600,H3K27-ubp5,1.0197736294964028,Non-misegulated genes
AT1G03610,H3K27-Col,0.36953180988593154,Non-misegulated genes
AT1G03610,H3K27-ubp5,0.5882944050632911,Non-misegulated genes
AT1G03630,H3K27-Col,0.6217772404371584,Non-misegulated genes
AT1G03630,H3K27-ubp5,0.9185054724409448,Non-misegulated genes
AT1G03650,H3K27-Col,0.3419801388888889,Non-misegulated genes
AT1G03650,H3K27-ubp5,0.4662830502793296,Non-misegulated genes
AT1G03680,H3K27-Col,0.5267820729166667,Non-misegulated genes
AT1G03680,H3K27-ubp5,0.8682070607142857,Non-misegulated genes
AT1G03730,H3K27-Col,0.2237309438202247,Non-misegulated genes
AT1G03730,H3K27-ubp5,0.41085840361445786,Non-misegulated genes
AT1G03740,H3K27-Col,0.49188268809073726,Non-misegulated genes
AT1G03740,H3K27-ubp5,0.606638293255132,Non-misegulated genes
AT1G03760,H3K27-Col,0.6220334496124031,Downregulated
AT1G03760,H3K27-ubp5,3.370733656044986,Downregulated
AT1G03820,H3K27-Col,6.651590219419925,Non-misegulated genes
AT1G03820,H3K27-ubp5,4.548280024355301,Non-misegulated genes
AT1G03830,H3K27-Col,0.6833205051020408,Non-misegulated genes
AT1G03830,H3K27-ubp5,0.7867822707612456,Non-misegulated genes
AT1G03860,H3K27-Col,0.42725216666666666,Non-misegulated genes
AT1G03860,H3K27-ubp5,0.6023108032454361,Non-misegulated genes
AT1G03870,H3K27-Col,1.4791875392670155,Non-misegulated genes
AT1G03870,H3K27-ubp5,1.4400783894736842,Non-misegulated genes
AT1G03900,H3K27-Col,0.5383230453172205,Non-misegulated genes
AT1G03900,H3K27-ubp5,0.6606027068062827,Non-misegulated genes
AT1G03910,H3K27-Col,0.5687381202797203,Non-misegulated genes
AT1G03910,H3K27-ubp5,0.6925262601092896,Non-misegulated genes
AT1G03930,H3K27-Col,0.5173190875,Non-misegulated genes
AT1G03930,H3K27-ubp5,0.6435223525073747,Non-misegulated genes
AT1G03950,H3K27-Col,0.5674823353846153,Downregulated
AT1G03950,H3K27-ubp5,1.2472608494623656,Downregulated
AT1G03970,H3K27-Col,0.5331021269035533,Non-misegulated genes
AT1G03970,H3K27-ubp5,0.7908039806949807,Non-misegulated genes
AT1G04020,H3K27-Col,0.7008933696236559,Non-misegulated genes
AT1G04020,H3K27-ubp5,0.9478271708796764,Non-misegulated genes
AT1G04040,H3K27-Col,0.7106326678082192,Non-misegulated genes
AT1G04040,H3K27-ubp5,0.7107610640243902,Non-misegulated genes
AT1G04080,H3K27-Col,0.5839157125813449,Non-misegulated genes
AT1G04080,H3K27-ubp5,0.7075071285347043,Non-misegulated genes
AT1G04120,H3K27-Col,0.6085199937777778,Non-misegulated genes
AT1G04120,H3K27-ubp5,0.7486569714673913,Non-misegulated genes
AT1G04130,H3K27-Col,0.47286409567901233,Non-misegulated genes
AT1G04130,H3K27-ubp5,0.639029290617849,Non-misegulated genes
AT1G04140,H3K27-Col,0.534133051702396,Non-misegulated genes
AT1G04140,H3K27-ubp5,0.6441111838383838,Non-misegulated genes
AT1G04170,H3K27-Col,0.56250795,Non-misegulated genes
AT1G04170,H3K27-ubp5,0.6311066909090909,Non-misegulated genes
AT1G04190,H3K27-Col,0.496416371257485,Non-misegulated genes
AT1G04190,H3K27-ubp5,0.573961549071618,Non-misegulated genes
AT1G04200,H3K27-Col,0.5753511852331606,Non-misegulated genes
AT1G04200,H3K27-ubp5,0.7266798207639569,Non-misegulated genes
AT1G04210,H3K27-Col,0.6523344016477858,Non-misegulated genes
AT1G04210,H3K27-ubp5,0.7645149762510602,Non-misegulated genes
AT1G04230,H3K27-Col,0.493035265560166,Non-misegulated genes
AT1G04230,H3K27-ubp5,0.632886667721519,Non-misegulated genes
AT1G04240,H3K27-Col,0.4602224349775785,Non-misegulated genes
AT1G04240,H3K27-ubp5,0.7223137325227964,Non-misegulated genes
AT1G04250,H3K27-Col,6.377945695102685,Non-misegulated genes
AT1G04250,H3K27-ubp5,5.17541433295325,Non-misegulated genes
AT1G04260,H3K27-Col,0.360176992248062,Non-misegulated genes
AT1G04260,H3K27-ubp5,0.44401052298850574,Non-misegulated genes
AT1G04270,H3K27-Col,0.22922122077922075,Non-misegulated genes
AT1G04270,H3K27-ubp5,0.41246920496894407,Non-misegulated genes
AT1G04280,H3K27-Col,0.8452934881780251,Non-misegulated genes
AT1G04280,H3K27-ubp5,0.7588816790945406,Non-misegulated genes
AT1G04290,H3K27-Col,0.46126391875,Non-misegulated genes
AT1G04290,H3K27-ubp5,0.7687463739837398,Non-misegulated genes
AT1G04300,H3K27-Col,0.5720092762605042,Non-misegulated genes
AT1G04300,H3K27-ubp5,0.7151647738095238,Non-misegulated genes
