ubp5_targets,cat
AT2G38560,De-novo marked
AT2G38570,Hyper-marked
AT2G38580,Hyper-marked
AT2G38620,De-novo marked
AT2G38630,De-novo marked
AT2G38650,Hypo-marked
AT2G38670,Hyper-marked
AT2G38700,Hyper-marked
AT2G38710,De-novo marked
AT2G38730,De-novo marked
AT2G38760,Hyper-marked
AT2G38770,Hyper-marked
AT2G38820,Unchanged
AT2G38830,De-novo marked
AT2G38840,De-novo marked
AT2G38880,De-novo marked
AT2G38950,Hypo-marked
AT2G38960,De-novo marked
AT2G38980,Unchanged
AT2G39020,De-novo marked
AT2G39050,Hyper-marked
AT2G39090,De-novo marked
AT2G39100,De-novo marked
AT2G39110,De-novo marked
AT2G39120,De-novo marked
AT2G39130,De-novo marked
AT2G39170,De-novo marked
AT2G39230,Hyper-marked
AT2G39260,Unchanged
AT2G39270,De-novo marked
AT2G39290,Hyper-marked
AT2G39340,De-novo marked
AT2G39350,Unchanged
AT2G39390,Unchanged
AT2G39480,De-novo marked
AT2G39500,Hypo-marked
AT2G39630,Unchanged
AT2G39650,De-novo marked
AT2G39760,Hyper-marked
AT2G39770,De-novo marked
AT2G39780,De-novo marked
AT2G39795,De-novo marked
AT2G39810,De-novo marked
AT2G39840,Unchanged
AT2G39880,Hyper-marked
AT2G39890,De-novo marked
AT2G39910,Hyper-marked
AT2G39930,De-novo marked
AT2G39940,Unchanged
AT2G39950,De-novo marked
AT2G39960,De-novo marked
AT2G39970,De-novo marked
AT2G40030,Hyper-marked
AT2G40060,Hyper-marked
AT2G40070,De-novo marked
AT2G40085,De-novo marked
AT2G40090,Hyper-marked
AT2G40120,Hyper-marked
AT2G40190,Hypo-marked
AT2G40240,Hyper-marked
AT2G40290,Hyper-marked
AT2G40300,Hyper-marked
AT2G40316,De-novo marked
AT2G40340,Unchanged
AT2G40360,De-novo marked
AT2G40420,De-novo marked
AT2G40480,Hyper-marked
AT2G40510,Hypo-marked
AT2G40540,De-novo marked
AT2G40550,Unchanged
AT2G40590,Unchanged
AT2G40600,Hypo-marked
AT2G40620,Unchanged
AT2G40630,De-novo marked
AT2G40650,Hyper-marked
AT2G40660,Hyper-marked
AT2G40690,Hyper-marked
AT2G40715,Unchanged
AT2G40760,De-novo marked
AT2G40765,Unchanged
AT2G40770,De-novo marked
AT2G40780,De-novo marked
AT2G40800,De-novo marked
AT2G40815,Hyper-marked
AT2G40830,Unchanged
AT2G40860,Hypo-marked
AT2G40930,De-novo marked
AT2G40935,De-novo marked
AT2G40950,Hyper-marked
AT2G40970,Hyper-marked
AT2G40980,Unchanged
AT2G41000,Hyper-marked
AT2G41020,De-novo marked
AT2G41060,Hyper-marked
AT2G41110,Hypo-marked
AT2G41140,Hyper-marked
AT2G41170,Unchanged
AT2G41250,Hyper-marked
AT2G41330,Unchanged
AT2G41350,Unchanged
AT2G41440,Hyper-marked
AT2G41450,Unchanged
AT2G41490,De-novo marked
AT2G41510,Hyper-marked
AT2G41515,Hyper-marked
AT2G41520,Unchanged
AT2G41600,Unchanged
AT2G41620,Unchanged
AT2G41630,De-novo marked
AT2G41670,Unchanged
AT2G41705,De-novo marked
AT2G41720,De-novo marked
AT2G41740,Unchanged
AT2G41770,Unchanged
AT2G41810,Hypo-marked
AT2G41820,De-novo marked
AT2G41830,Hyper-marked
AT2G41835,De-novo marked
AT2G41880,De-novo marked
AT2G41945,Hypo-marked
AT2G41950,Hyper-marked
AT2G41960,De-novo marked
AT2G41980,Unchanged
AT2G42030,De-novo marked
AT2G42040,Hypo-marked
AT2G42070,Unchanged
AT2G42120,Unchanged
AT2G42130,Hyper-marked
AT2G42160,Unchanged
AT2G42230,Hyper-marked
AT2G42240,Unchanged
AT2G42260,De-novo marked
AT2G42270,De-novo marked
AT2G42290,Hyper-marked
AT2G42300,Unchanged
AT2G42310,De-novo marked
AT2G42330,De-novo marked
AT2G42340,De-novo marked
AT2G42365,Unchanged
AT2G42395,De-novo marked
AT2G42400,Unchanged
AT2G42485,De-novo marked
AT2G42500,Hyper-marked
AT2G42510,Hyper-marked
AT2G42520,Hypo-marked
AT2G42640,De-novo marked
AT2G42650,De-novo marked
AT2G42670,De-novo marked
AT2G42680,De-novo marked
AT2G42710,De-novo marked
AT2G42730,Hyper-marked
AT2G42740,Hyper-marked
AT2G42750,Hyper-marked
AT2G42780,Hyper-marked
AT2G42790,Hyper-marked
AT2G42800,Unchanged
AT2G42810,Unchanged
AT2G42860,Unchanged
AT2G42865,Unchanged
AT2G42880,De-novo marked
AT2G42890,Unchanged
AT2G42910,De-novo marked
AT2G42920,De-novo marked
AT2G42950,Hyper-marked
AT2G42975,De-novo marked
AT2G43020,De-novo marked
AT2G43040,Hypo-marked
AT2G43050,Hypo-marked
AT2G43070,De-novo marked
AT2G43080,De-novo marked
AT2G43090,De-novo marked
AT2G43130,De-novo marked
AT2G43180,De-novo marked
AT2G43200,Unchanged
AT2G43210,Unchanged
AT2G43235,De-novo marked
AT2G43240,Hyper-marked
AT2G43250,Hyper-marked
AT2G43260,De-novo marked
AT2G43270,Unchanged
AT2G43280,Unchanged
AT2G43310,De-novo marked
AT2G43320,Unchanged
AT2G43330,De-novo marked
AT2G43360,Hyper-marked
AT2G43400,Hyper-marked
AT2G43410,Unchanged
AT2G43420,Hypo-marked
AT2G43430,De-novo marked
AT2G43465,Hyper-marked
AT2G43470,Hyper-marked
AT2G43500,Hypo-marked
AT2G43560,Hypo-marked
AT2G43630,Unchanged
AT2G43640,Hyper-marked
AT2G43650,Hyper-marked
AT2G43750,De-novo marked
AT2G43770,De-novo marked
AT2G43780,De-novo marked
AT2G43790,Unchanged
AT2G43810,Hypo-marked
AT2G43850,De-novo marked
AT2G43900,Hyper-marked
AT2G43945,De-novo marked
AT2G43950,Unchanged
AT2G43970,De-novo marked
AT2G43980,De-novo marked
AT2G43990,De-novo marked
AT2G44020,Unchanged
AT2G44040,De-novo marked
AT2G44050,De-novo marked
AT2G44065,Hypo-marked
AT2G44090,Hyper-marked
AT2G44100,De-novo marked
AT2G44140,Hypo-marked
AT2G44150,De-novo marked
AT2G44160,Hyper-marked
AT2G44170,Unchanged
AT2G44190,De-novo marked
AT2G44198,De-novo marked
AT2G44200,De-novo marked
AT2G44255,De-novo marked
AT2G44260,De-novo marked
AT2G44280,Hypo-marked
AT2G44310,Unchanged
AT2G44320,Unchanged
AT2G44360,Unchanged
AT2G44410,Unchanged
AT2G44440,De-novo marked
AT2G44500,De-novo marked
AT2G44525,Unchanged
AT2G44530,De-novo marked
AT2G44580,Hypo-marked
AT2G44590,Unchanged
AT2G44600,Unchanged
AT2G44610,De-novo marked
AT2G44620,De-novo marked
AT2G44630,De-novo marked
AT2G44660,De-novo marked
AT2G44670,Hyper-marked
AT2G44680,De-novo marked
AT2G44700,Hyper-marked
AT2G44710,Hyper-marked
AT2G44740,Hypo-marked
AT2G44760,De-novo marked
AT2G44770,De-novo marked
AT2G44798,Unchanged
AT2G44820,Unchanged
AT2G44830,De-novo marked
AT2G44870,Hyper-marked
AT2G44900,De-novo marked
AT2G44950,De-novo marked
AT2G44970,Hyper-marked
AT2G44980,Hyper-marked
AT2G44993,De-novo marked
AT2G44995,Unchanged
AT2G45000,Hyper-marked
AT2G45023,Hyper-marked
AT2G45030,Hyper-marked
AT2G45060,De-novo marked
AT2G45100,De-novo marked
AT2G45135,Hypo-marked
AT2G45150,De-novo marked
AT2G45170,Unchanged
AT2G45200,De-novo marked
AT2G45240,De-novo marked
AT2G45243,Hyper-marked
AT2G45245,Hyper-marked
AT2G45260,De-novo marked
AT2G45270,De-novo marked
AT2G45280,Unchanged
AT2G45300,Hyper-marked
AT2G45310,Unchanged
AT2G45315,Unchanged
AT2G45320,De-novo marked
AT2G45330,De-novo marked
AT2G45380,De-novo marked
AT2G45440,De-novo marked
AT2G45460,Hyper-marked
AT2G45480,Hyper-marked
AT2G45490,De-novo marked
AT2G45500,Hyper-marked
AT2G45530,Unchanged
AT2G45540,De-novo marked
AT2G45570,Hypo-marked
AT2G45620,Unchanged
AT2G45640,De-novo marked
AT2G45660,Unchanged
AT2G45690,De-novo marked
AT2G45695,De-novo marked
AT2G45700,Hyper-marked
AT2G45710,Hyper-marked
AT2G45770,De-novo marked
AT2G45780,Unchanged
AT2G45800,Unchanged
AT2G45860,Hyper-marked
AT2G45870,Hyper-marked
AT2G45910,Unchanged
AT2G45990,Unchanged
AT2G46020,De-novo marked
AT2G46030,Unchanged
AT2G46040,De-novo marked
AT2G46060,De-novo marked
AT2G46090,De-novo marked
AT2G46100,De-novo marked
AT2G46110,Unchanged
AT2G46170,De-novo marked
AT2G46180,De-novo marked
AT2G46192,De-novo marked
AT2G46200,Unchanged
AT2G46210,Unchanged
AT2G46240,De-novo marked
AT2G46250,Hypo-marked
AT2G46260,Unchanged
AT2G46280,Unchanged
AT2G46290,Hypo-marked
AT2G46320,De-novo marked
AT2G46340,De-novo marked
AT2G46455,De-novo marked
AT2G46470,Unchanged
AT2G46490,Hypo-marked
AT2G46500,Unchanged
AT2G46505,De-novo marked
AT2G46520,De-novo marked
AT2G46530,De-novo marked
AT2G46540,Unchanged
AT2G46580,De-novo marked
AT2G46610,Hypo-marked
AT2G46685,Unchanged
AT2G46700,Hyper-marked
AT2G46730,Unchanged
AT2G46765,Unchanged
AT2G46830,Hyper-marked
AT2G46870,De-novo marked
AT2G46890,Hyper-marked
AT2G46920,Hyper-marked
AT2G46930,Unchanged
AT2G46980,Unchanged
AT2G47000,Hypo-marked
AT2G47020,Hypo-marked
AT2G47160,Hyper-marked
AT2G47170,Unchanged
AT2G47210,Hypo-marked
AT2G47220,Hyper-marked
AT2G47275,De-novo marked
AT2G47310,Unchanged
AT2G47330,Hyper-marked
AT2G47340,Hyper-marked
AT2G47350,Hyper-marked
AT2G47380,Hypo-marked
AT2G47410,De-novo marked
AT2G47470,Hyper-marked
AT2G47510,Unchanged
AT2G47580,Unchanged
AT2G47590,Unchanged
AT2G47600,Hyper-marked
AT2G47620,Unchanged
AT2G47650,Hypo-marked
AT2G47690,Unchanged
AT2G47760,Hypo-marked
AT2G47790,Hyper-marked
AT2G47820,Hyper-marked
AT2G47840,Unchanged
AT2G47850,Unchanged
AT2G47900,Unchanged
AT2G47910,Unchanged
AT2G47970,Unchanged
AT2G47980,Unchanged
AT2G48000,Hypo-marked
AT2G48010,Hypo-marked
AT2G48060,Unchanged
AT2G48070,Unchanged
AT2G48100,Hypo-marked
AT2G48110,Unchanged
AT2G48160,Unchanged
AT3G00350,Unchanged
AT3G00540,Unchanged
AT3G00720,De-novo marked
AT3G01005,Hyper-marked
AT3G01015,Hypo-marked
AT3G01040,De-novo marked
AT3G01050,Hyper-marked
AT3G01060,Unchanged
AT3G01090,Unchanged
AT3G01100,De-novo marked
AT3G01130,Unchanged
AT3G01135,Unchanged
AT3G01150,De-novo marked
AT3G01160,De-novo marked
AT3G01170,De-novo marked
AT3G01180,Hyper-marked
AT3G01200,Hyper-marked
AT3G01202,Unchanged
AT3G01210,Unchanged
AT3G01225,Hyper-marked
AT3G01235,De-novo marked
AT3G01280,De-novo marked
AT3G01300,Unchanged
AT3G01319,Hyper-marked
AT3G01320,Hyper-marked
AT3G01330,De-novo marked
AT3G01340,Unchanged
AT3G01360,Hyper-marked
AT3G01370,Hyper-marked
AT3G01390,Hyper-marked
AT3G01400,De-novo marked
AT3G01410,De-novo marked
AT3G01435,De-novo marked
AT3G01440,De-novo marked
AT3G01460,Unchanged
AT3G01480,Hypo-marked
AT3G01505,Hyper-marked
AT3G01540,Unchanged
AT3G01545,De-novo marked
AT3G01550,Unchanged
AT3G01555,Hyper-marked
AT3G01560,Unchanged
AT3G01572,Unchanged
AT3G01580,De-novo marked
AT3G01590,De-novo marked
AT3G01600,De-novo marked
AT3G01610,De-novo marked
AT3G01625,Unchanged
AT3G01650,De-novo marked
AT3G01675,Hyper-marked
AT3G01720,Unchanged
AT3G01740,De-novo marked
AT3G01770,De-novo marked
AT3G01780,De-novo marked
AT3G01790,De-novo marked
AT3G01800,De-novo marked
AT3G01850,Unchanged
AT3G01890,Hypo-marked
AT3G01895,De-novo marked
AT3G01910,De-novo marked
AT3G02030,Unchanged
AT3G02040,Unchanged
AT3G02050,Unchanged
AT3G02065,Unchanged
AT3G02090,De-novo marked
AT3G02095,De-novo marked
AT3G02130,Hypo-marked
AT3G02160,De-novo marked
AT3G02165,De-novo marked
AT3G02190,Hypo-marked
AT3G02195,Hyper-marked
AT3G02200,Hypo-marked
AT3G02205,Hyper-marked
AT3G02215,Hyper-marked
AT3G02220,Hyper-marked
AT3G02230,Hyper-marked
AT3G02260,Hypo-marked
AT3G02280,De-novo marked
AT3G02290,De-novo marked
AT3G02300,Unchanged
AT3G02320,De-novo marked
AT3G02340,Hyper-marked
AT3G02360,Unchanged
AT3G02365,Unchanged
AT3G02370,Unchanged
AT3G02400,De-novo marked
AT3G02410,Hyper-marked
AT3G02420,Hypo-marked
AT3G02450,De-novo marked
AT3G02490,De-novo marked
AT3G02495,De-novo marked
AT3G02520,Unchanged
AT3G02535,Hyper-marked
AT3G02540,Unchanged
AT3G02550,Unchanged
AT3G02555,De-novo marked
AT3G02560,De-novo marked
AT3G02570,De-novo marked
AT3G02575,Unchanged
AT3G02580,Hyper-marked
AT3G02585,Unchanged
AT3G02600,Unchanged
AT3G02620,Hyper-marked
AT3G02630,Hyper-marked
AT3G02645,Hyper-marked
AT3G02650,Hyper-marked
AT3G02660,Unchanged
AT3G02680,Unchanged
AT3G02700,Unchanged
AT3G02710,Hyper-marked
AT3G02730,De-novo marked
AT3G02750,De-novo marked
AT3G02760,Unchanged
AT3G02770,De-novo marked
AT3G02780,De-novo marked
AT3G02790,De-novo marked
AT3G02800,De-novo marked
AT3G02820,Hyper-marked
AT3G02830,De-novo marked
AT3G02850,Unchanged
AT3G02870,De-novo marked
AT3G02875,Hyper-marked
AT3G02890,Unchanged
AT3G02920,Hyper-marked
AT3G02950,Unchanged
AT3G02980,Hyper-marked
AT3G02990,Hyper-marked
AT3G03010,De-novo marked
AT3G03025,De-novo marked
AT3G03040,De-novo marked
AT3G03050,Unchanged
AT3G03060,De-novo marked
AT3G03070,Unchanged
AT3G03090,Hyper-marked
AT3G03095,Hyper-marked
AT3G03100,Unchanged
AT3G03110,Hyper-marked
AT3G03120,De-novo marked
AT3G03155,De-novo marked
AT3G03160,Hyper-marked
AT3G03170,Unchanged
AT3G03180,Unchanged
AT3G03195,Unchanged
AT3G03210,De-novo marked
AT3G03220,Hyper-marked
AT3G03250,Unchanged
AT3G03305,De-novo marked
AT3G03310,De-novo marked
AT3G03320,De-novo marked
AT3G03330,De-novo marked
AT3G03340,Hyper-marked
AT3G03350,Unchanged
AT3G03370,De-novo marked
AT3G03380,De-novo marked
AT3G03420,Unchanged
AT3G03440,Unchanged
AT3G03450,Hypo-marked
AT3G03460,Hypo-marked
AT3G03470,Hypo-marked
AT3G03490,Hypo-marked
AT3G03550,Unchanged
AT3G03560,De-novo marked
AT3G03590,Unchanged
AT3G03600,De-novo marked
AT3G03605,Unchanged
AT3G03610,De-novo marked
AT3G03630,Hyper-marked
AT3G03640,Unchanged
AT3G03710,De-novo marked
AT3G03720,De-novo marked
AT3G03740,De-novo marked
AT3G03773,Unchanged
AT3G03785,Hyper-marked
AT3G03790,Unchanged
AT3G03810,Unchanged
AT3G03860,De-novo marked
AT3G03880,De-novo marked
AT3G03890,Hyper-marked
AT3G03920,Unchanged
AT3G03970,De-novo marked
AT3G03980,Hyper-marked
AT3G04040,De-novo marked
AT3G04050,Unchanged
AT3G04080,Hyper-marked
AT3G04160,Hypo-marked
AT3G04181,Unchanged
AT3G04230,Unchanged
AT3G04240,Unchanged
AT3G04285,Unchanged
AT3G04350,Hypo-marked
AT3G04380,Hypo-marked
AT3G04460,De-novo marked
AT3G04480,Hyper-marked
AT3G04485,Hyper-marked
AT3G04500,De-novo marked
AT3G04550,De-novo marked
AT3G04590,Hyper-marked
AT3G04600,De-novo marked
AT3G04605,Unchanged
AT3G04610,Unchanged
AT3G04620,Hyper-marked
AT3G04650,De-novo marked
AT3G04685,Hyper-marked
AT3G04690,Hyper-marked
AT3G04740,De-novo marked
AT3G04750,De-novo marked
AT3G04755,Unchanged
AT3G04760,De-novo marked
AT3G04780,Unchanged
AT3G04790,Hyper-marked
AT3G04800,Unchanged
AT3G04825,Hypo-marked
AT3G04830,Hyper-marked
AT3G04850,De-novo marked
AT3G04854,Hyper-marked
AT3G04855,Hyper-marked
AT3G04860,Hyper-marked
AT3G04870,De-novo marked
AT3G04890,Unchanged
AT3G04950,De-novo marked
AT3G04965,Unchanged
AT3G04970,Unchanged
AT3G04980,Hyper-marked
AT3G05010,De-novo marked
AT3G05030,Hyper-marked
AT3G05040,De-novo marked
AT3G05050,Unchanged
AT3G05070,De-novo marked
AT3G05090,Unchanged
AT3G05130,Hypo-marked
AT3G05170,De-novo marked
AT3G05205,Unchanged
AT3G05230,Hyper-marked
AT3G05240,Hyper-marked
AT3G05270,De-novo marked
AT3G05290,Hyper-marked
AT3G05320,Unchanged
AT3G05330,Unchanged
AT3G05340,Hyper-marked
AT3G05365,Unchanged
AT3G05410,De-novo marked
AT3G05420,Unchanged
AT3G05425,De-novo marked
AT3G05430,Unchanged
AT3G05435,Unchanged
AT3G05445,De-novo marked
AT3G05480,Unchanged
AT3G05495,De-novo marked
AT3G05500,Hyper-marked
AT3G05510,Hyper-marked
AT3G05530,De-novo marked
AT3G05545,De-novo marked
AT3G05550,De-novo marked
AT3G05580,De-novo marked
AT3G05600,Hypo-marked
AT3G05625,Unchanged
AT3G05630,Hypo-marked
AT3G05650,Hyper-marked
AT3G05660,Hyper-marked
AT3G05680,Unchanged
AT3G05685,De-novo marked
AT3G05710,Unchanged
AT3G05720,Unchanged
AT3G05750,De-novo marked
AT3G05755,Unchanged
AT3G05760,De-novo marked
AT3G05790,Unchanged
AT3G05810,Unchanged
AT3G05850,De-novo marked
AT3G05940,Unchanged
AT3G05945,Unchanged
AT3G05970,Unchanged
AT3G05990,De-novo marked
AT3G06010,De-novo marked
AT3G06030,Unchanged
AT3G06035,Unchanged
AT3G06040,Unchanged
AT3G06050,De-novo marked
AT3G06105,Unchanged
AT3G06110,De-novo marked
AT3G06140,Hyper-marked
AT3G06150,De-novo marked
AT3G06160,Unchanged
AT3G06170,Unchanged
AT3G06180,De-novo marked
AT3G06190,De-novo marked
AT3G06200,De-novo marked
AT3G06210,De-novo marked
AT3G06240,Hypo-marked
AT3G06250,De-novo marked
AT3G06260,De-novo marked
AT3G06270,Unchanged
AT3G06300,De-novo marked
AT3G06310,Hyper-marked
AT3G06320,Hyper-marked
AT3G06340,De-novo marked
AT3G06350,Hyper-marked
AT3G06370,Hypo-marked
AT3G06400,Hypo-marked
AT3G06410,De-novo marked
AT3G06420,De-novo marked
AT3G06430,Unchanged
AT3G06440,De-novo marked
AT3G06455,Unchanged
AT3G06470,Unchanged
AT3G06480,Unchanged
AT3G06505,Unchanged
AT3G06510,Unchanged
AT3G06515,Unchanged
AT3G06520,Hypo-marked
AT3G06525,Unchanged
AT3G06530,De-novo marked
AT3G06550,Unchanged
AT3G06570,Hyper-marked
AT3G06580,De-novo marked
AT3G06600,De-novo marked
AT3G06610,De-novo marked
AT3G06620,De-novo marked
AT3G06660,De-novo marked
AT3G06670,Unchanged
AT3G06680,De-novo marked
AT3G06740,De-novo marked
AT3G06755,De-novo marked
AT3G06760,De-novo marked
AT3G06780,De-novo marked
AT3G06790,Hyper-marked
AT3G06815,De-novo marked
AT3G06820,Hyper-marked
AT3G06830,Hyper-marked
AT3G06860,De-novo marked
AT3G06890,Hypo-marked
AT3G06910,De-novo marked
AT3G06920,De-novo marked
AT3G06930,Hyper-marked
AT3G06940,Unchanged
AT3G07010,Hyper-marked
AT3G07020,De-novo marked
AT3G07030,Unchanged
AT3G07050,De-novo marked
AT3G07055,De-novo marked
AT3G07060,De-novo marked
AT3G07080,De-novo marked
AT3G07090,De-novo marked
AT3G07100,Unchanged
AT3G07170,De-novo marked
AT3G07180,Hyper-marked
AT3G07185,Unchanged
AT3G07190,De-novo marked
AT3G07210,De-novo marked
AT3G07215,De-novo marked
AT3G07220,De-novo marked
AT3G07230,De-novo marked
AT3G07260,Hypo-marked
AT3G07270,De-novo marked
AT3G07280,Unchanged
AT3G07290,Unchanged
AT3G07300,De-novo marked
AT3G07320,Hypo-marked
AT3G07330,De-novo marked
AT3G07340,Unchanged
AT3G07355,De-novo marked
AT3G07370,De-novo marked
AT3G07395,Unchanged
AT3G07410,De-novo marked
AT3G07430,De-novo marked
AT3G07440,Hyper-marked
AT3G07500,Unchanged
AT3G07525,De-novo marked
AT3G07550,Unchanged
AT3G07560,Unchanged
AT3G07565,Unchanged
AT3G07568,De-novo marked
AT3G07570,Hyper-marked
AT3G07580,De-novo marked
AT3G07590,De-novo marked
AT3G07605,De-novo marked
AT3G07610,De-novo marked
AT3G07640,De-novo marked
AT3G07660,Hyper-marked
AT3G07670,Hyper-marked
AT3G07680,De-novo marked
AT3G07690,De-novo marked
AT3G07720,Hyper-marked
AT3G07740,De-novo marked
AT3G07745,Unchanged
AT3G07750,De-novo marked
AT3G07760,Unchanged
AT3G07770,De-novo marked
AT3G07790,Unchanged
AT3G07795,De-novo marked
AT3G07800,Hyper-marked
AT3G07805,De-novo marked
AT3G07810,De-novo marked
AT3G07880,De-novo marked
AT3G07890,De-novo marked
AT3G07910,Unchanged
AT3G07930,De-novo marked
AT3G07940,Hyper-marked
AT3G07950,Hyper-marked
AT3G07960,Hyper-marked
AT3G07980,De-novo marked
AT3G07990,Unchanged
AT3G08020,Hyper-marked
AT3G08225,Hyper-marked
AT3G08240,De-novo marked
AT3G08365,De-novo marked
AT3G08405,Unchanged
AT3G08475,De-novo marked
AT3G08505,Hyper-marked
AT3G08510,De-novo marked
AT3G08550,De-novo marked
AT3G08590,Hyper-marked
AT3G08600,De-novo marked
AT3G08610,De-novo marked
AT3G08636,Unchanged
AT3G08640,Unchanged
AT3G08645,De-novo marked
AT3G08650,Unchanged
AT3G08680,De-novo marked
AT3G08690,De-novo marked
AT3G08695,Hyper-marked
AT3G08705,De-novo marked
AT3G08710,De-novo marked
AT3G08730,De-novo marked
AT3G08735,Unchanged
AT3G08760,Unchanged
AT3G08780,De-novo marked
AT3G08785,Unchanged
AT3G08800,Hyper-marked
AT3G08805,De-novo marked
AT3G08810,Unchanged
AT3G08835,De-novo marked
AT3G08840,Hyper-marked
AT3G08850,De-novo marked
AT3G08870,Unchanged
AT3G08880,De-novo marked
AT3G08890,Unchanged
AT3G08895,De-novo marked
AT3G08910,De-novo marked
AT3G08920,De-novo marked
AT3G08930,Unchanged
AT3G08943,De-novo marked
AT3G08947,Hyper-marked
AT3G08950,Hyper-marked
AT3G08960,Hyper-marked
AT3G08970,Hyper-marked
AT3G08980,De-novo marked
AT3G09010,De-novo marked
AT3G09060,Hypo-marked
AT3G09075,Hyper-marked
AT3G09085,De-novo marked
AT3G09090,De-novo marked
AT3G09100,Unchanged
AT3G09135,Hyper-marked
AT3G09150,De-novo marked
AT3G09180,De-novo marked
AT3G09210,Unchanged
AT3G09230,De-novo marked
AT3G09250,Hyper-marked
AT3G09295,De-novo marked
AT3G09300,De-novo marked
AT3G09320,De-novo marked
AT3G09350,Hyper-marked
AT3G09370,Unchanged
AT3G09410,Hyper-marked
AT3G09430,Hyper-marked
AT3G09440,Hyper-marked
AT3G09480,Hyper-marked
AT3G09490,Hyper-marked
AT3G09520,Hypo-marked
AT3G09540,De-novo marked
AT3G09550,De-novo marked
AT3G09560,De-novo marked
AT3G09570,De-novo marked
AT3G09580,Hypo-marked
AT3G09635,Hyper-marked
AT3G09650,Hyper-marked
AT3G09660,De-novo marked
AT3G09670,De-novo marked
AT3G09690,Hyper-marked
AT3G09700,Unchanged
AT3G09740,Unchanged
AT3G09755,De-novo marked
AT3G09760,Unchanged
AT3G09775,Unchanged
AT3G09780,Hypo-marked
AT3G09795,De-novo marked
AT3G09840,Unchanged
AT3G09850,De-novo marked
AT3G09860,De-novo marked
AT3G09875,Hyper-marked
AT3G09880,De-novo marked
AT3G09890,Unchanged
AT3G09920,Unchanged
AT3G09970,Unchanged
AT3G09980,De-novo marked
AT3G10030,Unchanged
AT3G10040,Hyper-marked
AT3G10070,Hyper-marked
AT3G10110,Hypo-marked
AT3G10130,Hypo-marked
AT3G10160,De-novo marked
AT3G10180,Hypo-marked
AT3G10250,Unchanged
AT3G10260,De-novo marked
AT3G10282,Unchanged
AT3G10290,Hypo-marked
AT3G10310,Hyper-marked
AT3G10330,De-novo marked
AT3G10350,Hypo-marked
AT3G10360,De-novo marked
AT3G10370,Hyper-marked
AT3G10380,De-novo marked
AT3G10390,Hyper-marked
AT3G10400,Unchanged
AT3G10405,Unchanged
AT3G10410,De-novo marked
AT3G10420,Hyper-marked
AT3G10439,Hyper-marked
AT3G10440,Hyper-marked
AT3G10480,Hyper-marked
AT3G10490,Unchanged
AT3G10530,De-novo marked
AT3G10540,De-novo marked
AT3G10550,Unchanged
AT3G10560,Unchanged
AT3G10572,De-novo marked
AT3G10605,Hyper-marked
AT3G10610,Hyper-marked
AT3G10620,Hyper-marked
AT3G10630,Unchanged
AT3G10640,Unchanged
AT3G10650,Unchanged
AT3G10660,Unchanged
AT3G10670,De-novo marked
AT3G10690,De-novo marked
AT3G10700,De-novo marked
AT3G10730,De-novo marked
AT3G10740,De-novo marked
AT3G10760,Unchanged
AT3G10770,Unchanged
AT3G10800,Unchanged
AT3G10810,Hyper-marked
AT3G10820,Hyper-marked
AT3G10840,De-novo marked
AT3G10850,De-novo marked
AT3G10860,Unchanged
AT3G10915,Hyper-marked
AT3G10940,Unchanged
AT3G10960,Unchanged
AT3G10970,De-novo marked
AT3G10985,Unchanged
AT3G11010,De-novo marked
AT3G11020,De-novo marked
AT3G11040,Unchanged
AT3G11070,De-novo marked
AT3G11080,Hyper-marked
AT3G11100,De-novo marked
AT3G11165,Hyper-marked
AT3G11170,Hyper-marked
AT3G11200,Unchanged
AT3G11230,Unchanged
AT3G11250,Hyper-marked
AT3G11270,De-novo marked
AT3G11290,Unchanged
AT3G11320,De-novo marked
AT3G11330,Hyper-marked
AT3G11397,Unchanged
AT3G11470,Unchanged
AT3G11490,Hyper-marked
AT3G11500,De-novo marked
AT3G11530,Unchanged
AT3G11540,De-novo marked
AT3G11560,Unchanged
AT3G11590,De-novo marked
AT3G11620,De-novo marked
AT3G11630,De-novo marked
AT3G11650,De-novo marked
AT3G11670,Hyper-marked
AT3G11690,Unchanged
AT3G11720,Hyper-marked
AT3G11730,Hyper-marked
AT3G11745,Hyper-marked
AT3G11770,De-novo marked
AT3G11780,De-novo marked
AT3G11800,De-novo marked
AT3G11810,Unchanged
AT3G11830,Unchanged
AT3G11850,De-novo marked
AT3G11860,De-novo marked
AT3G11880,Hyper-marked
AT3G11890,De-novo marked
