gene,type,gene_model_description,all_gene_symbols,log2foldchange,p_value,ubp5_target
AT1G37130,NA,NA,NA,NA,NA,NA
AT1G42430,NA,NA,NA,NA,NA,NA
AT1G42440,NA,NA,NA,NA,NA,NA
AT1G43245,NA,NA,NA,NA,NA,NA
AT1G43670,NA,NA,NA,NA,NA,NA
AT1G43690,NA,NA,NA,NA,NA,NA
AT1G43850,NA,NA,NA,NA,NA,NA
AT1G44000,NA,NA,NA,NA,NA,NA
AT1G44820,NA,NA,NA,NA,NA,NA
AT1G45000,NA,NA,NA,NA,NA,NA
AT1G45145,NA,NA,NA,NA,NA,NA
AT1G45163,NA,NA,NA,NA,NA,NA
AT1G45976,NA,NA,NA,NA,NA,NA
AT1G47056,NA,NA,NA,NA,NA,NA
AT1G07323,NA,NA,NA,NA,NA,NA
AT1G47230,NA,NA,NA,NA,NA,NA
AT1G47490,NA,NA,NA,NA,NA,NA
AT1G47500,NA,NA,NA,NA,NA,NA
AT1G47720,NA,NA,NA,NA,NA,NA
AT1G47870,NA,NA,NA,NA,NA,NA
AT1G48040,NA,NA,NA,NA,NA,NA
AT1G48110,NA,NA,NA,NA,NA,NA
AT1G48200,NA,NA,NA,NA,NA,NA
AT1G48240,NA,NA,NA,NA,NA,NA
AT1G48550,NA,NA,NA,NA,NA,NA
AT1G48610,NA,NA,NA,NA,NA,NA
AT1G48635,NA,NA,NA,NA,NA,NA
AT1G48740,NA,NA,NA,NA,NA,NA
AT1G48900,NA,NA,NA,NA,NA,NA
AT1G49032,NA,NA,NA,NA,NA,NA
AT1G49380,NA,NA,NA,NA,NA,NA
AT1G49500,NA,NA,NA,NA,NA,NA
AT1G49580,NA,NA,NA,NA,NA,NA
AT1G49590,NA,NA,NA,NA,NA,NA
AT1G49660,NA,NA,NA,NA,NA,NA
AT1G49780,NA,NA,NA,NA,NA,NA
AT1G49910,NA,NA,NA,NA,NA,NA
AT1G49950,NA,NA,NA,NA,NA,NA
AT1G49970,NA,NA,NA,NA,NA,NA
AT1G50040,NA,NA,NA,NA,NA,NA
AT1G50240,NA,NA,NA,NA,NA,NA
AT1G50260,NA,NA,NA,NA,NA,NA
AT1G50370,NA,NA,NA,NA,NA,NA
AT1G50410,NA,NA,NA,NA,NA,NA
AT1G50620,NA,NA,NA,NA,NA,NA
AT1G50659,NA,NA,NA,NA,NA,NA
AT1G51060,NA,NA,NA,NA,NA,NA
AT1G51130,downregulated,"Nse4, component of Smc5/6 DNA repair complex; CONTAINS InterPro DOMAIN/s: Nse4 (InterPro:IPR014854); BEST Arabidopsis thaliana protein match is: Nse4, component of Smc5/6 DNA repair complex (TAIR:AT3G20760.1); Has 297 Blast hits to 295 proteins in 132 species: Archae - 0; Bacteria - 0; Metazoa - 72; Fungi - 132; Plants - 74; Viruses - 0; Other Eukaryotes - 19 (source: NCBI BLink).",NA,-1.48152535827428,3.28915811245902e-8,TRUE
AT1G51170,NA,NA,NA,NA,NA,NA
AT1G51360,NA,NA,NA,NA,NA,NA
AT1G51380,NA,NA,NA,NA,NA,NA
AT1G07743,NA,NA,NA,NA,NA,NA
AT1G51965,NA,NA,NA,NA,NA,NA
AT1G52300,NA,NA,NA,NA,NA,NA
AT1G52430,NA,NA,NA,NA,NA,NA
AT1G52500,NA,NA,NA,NA,NA,NA
AT1G52520,NA,NA,NA,NA,NA,NA
AT1G52615,NA,NA,NA,NA,NA,NA
AT1G52618,NA,NA,NA,NA,NA,NA
AT1G52720,NA,NA,NA,NA,NA,NA
AT1G52730,NA,NA,NA,NA,NA,NA
AT1G52870,NA,NA,NA,NA,NA,NA
AT1G53025,NA,NA,NA,NA,NA,NA
AT1G53035,NA,NA,NA,NA,NA,NA
AT1G53040,NA,NA,NA,NA,NA,NA
AT1G53050,NA,NA,NA,NA,NA,NA
AT1G53200,NA,NA,NA,NA,NA,NA
AT1G53230,NA,NA,NA,NA,NA,NA
AT1G53300,NA,NA,NA,NA,NA,NA
AT1G53600,NA,NA,NA,NA,NA,NA
AT1G53750,NA,NA,NA,NA,NA,NA
AT1G53770,NA,NA,NA,NA,NA,NA
AT1G54050,downregulated,"HSP20-like chaperones superfamily protein; CONTAINS InterPro DOMAIN/s: Heat shock protein Hsp20 (InterPro:IPR002068), HSP20-like chaperone (InterPro:IPR008978); BEST Arabidopsis thaliana protein match is: heat shock protein 17.6A (TAIR:AT5G12030.1); Has 4491 Blast hits to 4491 proteins in 1181 species: Archae - 166; Bacteria - 2520; Metazoa - 2; Fungi - 140; Plants - 1242; Viruses - 0; Other Eukaryotes - 421 (source: NCBI BLink).",NA,-1.01586289772437,0.00127044996715989,TRUE
AT1G54110,NA,NA,NA,NA,NA,NA
AT1G54140,NA,NA,NA,NA,NA,NA
AT1G54170,NA,NA,NA,NA,NA,NA
AT1G54210,NA,NA,NA,NA,NA,NA
AT1G54260,NA,NA,NA,NA,NA,NA
AT1G07957,NA,NA,NA,NA,NA,NA
AT1G54520,NA,NA,NA,NA,NA,NA
AT1G07987,NA,NA,NA,NA,NA,NA
AT1G54840,NA,NA,NA,NA,NA,NA
AT1G55140,NA,NA,NA,NA,NA,NA
AT1G08037,NA,NA,NA,NA,NA,NA
AT1G55205,NA,NA,NA,NA,NA,NA
AT1G55300,NA,NA,NA,NA,NA,NA
AT1G55350,NA,NA,NA,NA,NA,NA
AT1G55460,NA,NA,NA,NA,NA,NA
AT1G55520,NA,NA,NA,NA,NA,NA
AT1G55535,NA,NA,NA,NA,NA,NA
AT1G55590,NA,NA,NA,NA,NA,NA
AT1G55610,NA,NA,NA,NA,NA,NA
AT1G55680,NA,NA,NA,NA,NA,NA
AT1G55750,NA,NA,NA,NA,NA,NA
AT1G55810,NA,NA,NA,NA,NA,NA
AT1G55880,NA,NA,NA,NA,NA,NA
AT1G55900,NA,NA,NA,NA,NA,NA
AT1G55915,NA,NA,NA,NA,NA,NA
AT1G56090,NA,NA,NA,NA,NA,NA
AT1G56210,NA,NA,NA,NA,NA,NA
AT1G56220,NA,NA,NA,NA,NA,NA
AT1G56300,NA,NA,NA,NA,NA,NA
AT1G56340,NA,NA,NA,NA,NA,NA
AT1G56450,NA,NA,NA,NA,NA,NA
AT1G56560,NA,NA,NA,NA,NA,NA
AT1G56660,NA,NA,NA,NA,NA,NA
AT1G56690,NA,NA,NA,NA,NA,NA
AT1G57610,NA,NA,NA,NA,NA,NA
AT1G58030,NA,NA,NA,NA,NA,NA
AT1G58100,NA,NA,NA,NA,NA,NA
AT1G58210,NA,NA,NA,NA,NA,NA
AT1G58220,NA,NA,NA,NA,NA,NA
AT1G58470,NA,NA,NA,NA,NA,NA
AT1G58520,NA,NA,NA,NA,NA,NA
AT1G59910,NA,NA,NA,NA,NA,NA
AT1G59970,NA,NA,NA,NA,NA,NA
AT1G60190,NA,NA,NA,NA,NA,NA
AT1G60200,NA,NA,NA,NA,NA,NA
AT1G60390,NA,NA,NA,NA,NA,NA
AT1G60490,downregulated,Encodes a phosphatidylinositol 3-kinase that is expressed in most plant tissues. Defects in VPS34 affect a number of cellular processes. Loss of function mutations are not transmitted through the male gametophyte due to defects in microgametogenesis therefore it is difficult to assess the effects of loss of VPS34 function in the whole plant. Involved in salt-stress responses.,(ATVPS34);PHOSPATIDYLINOSITOL 3-KINASE (PI3K);VACUOLAR PROTEIN SORTING 34 (VPS34),-0.58272919653044,3.11201329882986e-5,TRUE
AT1G60560,NA,NA,NA,NA,NA,NA
AT1G60620,NA,NA,NA,NA,NA,NA
AT1G60660,NA,NA,NA,NA,NA,NA
AT1G60670,NA,NA,NA,NA,NA,NA
AT1G60770,NA,NA,NA,NA,NA,NA
AT1G60960,NA,NA,NA,NA,NA,NA
AT1G61000,NA,NA,NA,NA,NA,NA
AT1G61140,NA,NA,NA,NA,NA,NA
AT1G61170,NA,NA,NA,NA,NA,NA
AT1G61210,NA,NA,NA,NA,NA,NA
AT1G61275,NA,NA,NA,NA,NA,NA
AT1G61340,NA,NA,NA,NA,NA,NA
AT1G61370,NA,NA,NA,NA,NA,NA
AT1G61570,NA,NA,NA,NA,NA,NA
AT1G61620,NA,NA,NA,NA,NA,NA
AT1G61640,NA,NA,NA,NA,NA,NA
AT1G61670,NA,NA,NA,NA,NA,NA
AT1G61740,NA,NA,NA,NA,NA,NA
AT1G61780,NA,NA,NA,NA,NA,NA
AT1G61930,NA,NA,NA,NA,NA,NA
AT1G61980,NA,NA,NA,NA,NA,NA
AT1G61990,NA,NA,NA,NA,NA,NA
AT1G62010,NA,NA,NA,NA,NA,NA
AT1G62040,NA,NA,NA,NA,NA,NA
AT1G62050,NA,NA,NA,NA,NA,NA
AT1G62150,NA,NA,NA,NA,NA,NA
AT1G62350,NA,NA,NA,NA,NA,NA
AT1G62390,NA,NA,NA,NA,NA,NA
AT1G62422,NA,NA,NA,NA,NA,NA
AT1G62520,NA,NA,NA,NA,NA,NA
AT1G62720,NA,NA,NA,NA,NA,NA
AT1G62730,NA,NA,NA,NA,NA,NA
AT1G62820,NA,NA,NA,NA,NA,NA
AT1G62950,NA,NA,NA,NA,NA,NA
AT1G62960,NA,NA,NA,NA,NA,NA
AT1G62970,NA,NA,NA,NA,NA,NA
AT1G63000,NA,NA,NA,NA,NA,NA
AT1G63090,NA,NA,NA,NA,NA,NA
AT1G63170,NA,NA,NA,NA,NA,NA
AT1G63290,NA,NA,NA,NA,NA,NA
AT1G63440,NA,NA,NA,NA,NA,NA
AT1G63470,NA,NA,NA,NA,NA,NA
AT1G63480,NA,NA,NA,NA,NA,NA
AT1G63500,NA,NA,NA,NA,NA,NA
AT1G63700,NA,NA,NA,NA,NA,NA
AT1G63780,upregulated,Small nucleolar ribonucleoprotein protein involved in ribosomal RNA processing. Located in nucleolus and cajal bodies.,(IMP4),0.452413609242792,0.00372381976423962,TRUE
AT1G64050,NA,NA,NA,NA,NA,NA
AT1G64100,NA,NA,NA,NA,NA,NA
AT1G64140,NA,NA,NA,NA,NA,NA
AT1G64170,upregulated,member of Putative Na+/H+ antiporter family,CATION/H+ EXCHANGER 16 (ATCHX16);CATION/H+ EXCHANGER 16 (CHX16),0.571731617947549,0.00281370526070398,TRUE
AT1G64190,NA,NA,NA,NA,NA,NA
AT1G08673,NA,NA,NA,NA,NA,NA
AT1G64450,NA,NA,NA,NA,NA,NA
AT1G64563,NA,NA,NA,NA,NA,NA
AT1G64570,NA,NA,NA,NA,NA,NA
AT1G08723,NA,NA,NA,NA,NA,NA
AT1G65110,NA,NA,NA,NA,NA,NA
AT1G65120,NA,NA,NA,NA,NA,NA
AT1G65130,NA,NA,NA,NA,NA,NA
AT1G65220,NA,NA,NA,NA,NA,NA
AT1G08753,NA,NA,NA,NA,NA,NA
AT1G65440,NA,NA,NA,NA,NA,NA
AT1G65520,NA,NA,NA,NA,NA,NA
AT1G65650,NA,NA,NA,NA,NA,NA
AT1G65700,NA,NA,NA,NA,NA,NA
AT1G66080,downregulated,unknown protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF775 (InterPro:IPR008493); Has 285 Blast hits to 283 proteins in 133 species: Archae - 0; Bacteria - 0; Metazoa - 120; Fungi - 88; Plants - 50; Viruses - 0; Other Eukaryotes - 27 (source: NCBI BLink).,NA,-1.28237422927418,1.11034931313727e-5,TRUE
AT1G66170,NA,NA,NA,NA,NA,NA
AT1G66260,NA,NA,NA,NA,NA,NA
AT1G66340,NA,NA,NA,NA,NA,NA
AT1G66350,NA,NA,NA,NA,NA,NA
AT1G66500,NA,NA,NA,NA,NA,NA
AT1G66580,NA,NA,NA,NA,NA,NA
AT1G66730,NA,NA,NA,NA,NA,NA
AT1G66740,NA,NA,NA,NA,NA,NA
AT1G66890,NA,NA,NA,NA,NA,NA
AT1G66900,downregulated,alpha/beta-Hydrolases superfamily protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF818 (InterPro:IPR008536); BEST Arabidopsis thaliana protein match is: alpha/beta-Hydrolases superfamily protein (TAIR:AT5G38220.3); Has 3645 Blast hits to 3636 proteins in 755 species: Archae - 4; Bacteria - 1186; Metazoa - 604; Fungi - 183; Plants - 290; Viruses - 6; Other Eukaryotes - 1372 (source: NCBI BLink).,NA,-0.600783738944655,2.46530766603487e-4,FALSE
AT1G67090,NA,NA,NA,NA,NA,NA
AT1G67120,NA,NA,NA,NA,NA,NA
AT1G67160,NA,NA,NA,NA,NA,NA
AT1G67350,NA,NA,NA,NA,NA,NA
AT1G67410,NA,NA,NA,NA,NA,NA
AT1G08937,NA,NA,NA,NA,NA,NA
AT1G67530,NA,NA,NA,NA,NA,NA
AT1G67580,NA,NA,NA,NA,NA,NA
AT1G67620,NA,NA,NA,NA,NA,NA
AT1G67730,NA,NA,NA,NA,NA,NA
AT1G67790,NA,NA,NA,NA,NA,NA
AT1G68120,NA,NA,NA,NA,NA,NA
AT1G68140,NA,NA,NA,NA,NA,NA
AT1G68185,NA,NA,NA,NA,NA,NA
AT1G68310,NA,NA,NA,NA,NA,NA
AT1G68340,NA,NA,NA,NA,NA,NA
AT1G68440,NA,NA,NA,NA,NA,NA
AT1G68520,NA,NA,NA,NA,NA,NA
AT1G68580,NA,NA,NA,NA,NA,NA
AT1G68680,NA,NA,NA,NA,NA,NA
AT1G68790,NA,NA,NA,NA,NA,NA
AT1G68840,NA,NA,NA,NA,NA,NA
AT1G69060,NA,NA,NA,NA,NA,NA
AT1G69120,NA,NA,NA,NA,NA,NA
AT1G69310,NA,NA,NA,NA,NA,NA
AT1G69430,NA,NA,NA,NA,NA,NA
AT1G69640,NA,NA,NA,NA,NA,NA
AT1G69670,NA,NA,NA,NA,NA,NA
AT1G69750,NA,NA,NA,NA,NA,NA
AT1G69960,NA,NA,NA,NA,NA,NA
AT1G70320,NA,NA,NA,NA,NA,NA
AT1G70350,NA,NA,NA,NA,NA,NA
AT1G70710,NA,NA,NA,NA,NA,NA
AT1G70740,NA,NA,NA,NA,NA,NA
AT1G70900,NA,NA,NA,NA,NA,NA
AT1G71020,NA,NA,NA,NA,NA,NA
AT1G71080,NA,NA,NA,NA,NA,NA
AT1G71100,NA,NA,NA,NA,NA,NA
AT1G71130,NA,NA,NA,NA,NA,NA
AT1G71210,upregulated,Pentatricopeptide repeat (PPR) superfamily protein; CONTAINS InterPro DOMAIN/s: Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: Tetratricopeptide repeat (TPR)-like superfamily protein (TAIR:AT3G06920.1); Has 23089 Blast hits to 6463 proteins in 161 species: Archae - 1; Bacteria - 0; Metazoa - 25; Fungi - 48; Plants - 22668; Viruses - 0; Other Eukaryotes - 347 (source: NCBI BLink).,NA,0.603989427417337,0.00143032274342775,TRUE
AT1G71340,NA,NA,NA,NA,NA,NA
AT1G09247,NA,NA,NA,NA,NA,NA
AT1G71750,NA,NA,NA,NA,NA,NA
AT1G09267,NA,NA,NA,NA,NA,NA
AT1G71940,NA,NA,NA,NA,NA,NA
AT1G71980,NA,NA,NA,NA,NA,NA
AT1G72310,NA,NA,NA,NA,NA,NA
AT1G72440,NA,NA,NA,NA,NA,NA
AT1G09327,NA,NA,NA,NA,NA,NA
AT1G72700,NA,NA,NA,NA,NA,NA
AT1G72790,NA,NA,NA,NA,NA,NA
AT1G72852,NA,NA,NA,NA,NA,NA
AT1G09363,NA,NA,NA,NA,NA,NA
AT1G73150,NA,NA,NA,NA,NA,NA
AT1G73200,NA,NA,NA,NA,NA,NA
AT1G73230,NA,NA,NA,NA,NA,NA
AT1G73350,NA,NA,NA,NA,NA,NA
AT1G09383,NA,NA,NA,NA,NA,NA
AT1G73480,downregulated,alpha/beta-Hydrolases superfamily protein; FUNCTIONS IN: hydrolase activity; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: alpha/beta-Hydrolases superfamily protein (TAIR:AT1G18360.1); Has 6390 Blast hits to 6380 proteins in 1730 species: Archae - 36; Bacteria - 4672; Metazoa - 140; Fungi - 153; Plants - 452; Viruses - 63; Other Eukaryotes - 874 (source: NCBI BLink).,NA,-1.1446267110014,8.37960964935718e-14,TRUE
AT1G73530,NA,NA,NA,NA,NA,NA
AT1G73730,NA,NA,NA,NA,NA,NA
AT1G73770,NA,NA,NA,NA,NA,NA
AT1G73880,NA,NA,NA,NA,NA,NA
AT1G73930,NA,NA,NA,NA,NA,NA
AT1G73970,NA,NA,NA,NA,NA,NA
AT1G74040,NA,NA,NA,NA,NA,NA
AT1G74070,NA,NA,NA,NA,NA,NA
AT1G74120,NA,NA,NA,NA,NA,NA
AT1G09427,NA,NA,NA,NA,NA,NA
AT1G74240,NA,NA,NA,NA,NA,NA
AT1G74380,NA,NA,NA,NA,NA,NA
AT1G74400,NA,NA,NA,NA,NA,NA
AT1G74450,NA,NA,NA,NA,NA,NA
AT1G74510,NA,NA,NA,NA,NA,NA
AT1G74580,NA,NA,NA,NA,NA,NA
AT1G74710,downregulated,Encodes a protein with isochorismate synthase activity. Mutants fail to accumulate salicylic acid.  Its function may be redundant with that of ICS2 (AT1G18870).,ISOCHORISMATE SYNTHASE 1 (ICS1);SALICYLIC ACID INDUCTION DEFICIENT 2 (SID2);ENHANCED DISEASE SUSCEPTIBILITY TO ERYSIPHE ORONTII 16 (EDS16),-0.620075716641576,0.0023809540076571902,TRUE
AT1G74929,NA,NA,NA,NA,NA,NA
AT1G74950,NA,NA,NA,NA,NA,NA
AT1G75060,NA,NA,NA,NA,NA,NA
AT1G75150,NA,NA,NA,NA,NA,NA
AT1G09543,NA,NA,NA,NA,NA,NA
AT1G75230,NA,NA,NA,NA,NA,NA
AT1G75440,NA,NA,NA,NA,NA,NA
AT1G75510,NA,NA,NA,NA,NA,NA
AT1G75590,NA,NA,NA,NA,NA,NA
AT1G75640,NA,NA,NA,NA,NA,NA
AT1G75660,NA,NA,NA,NA,NA,NA
AT1G75820,NA,NA,NA,NA,NA,NA
AT1G75860,NA,NA,NA,NA,NA,NA
AT1G75950,downregulated,"SKP1 is core component of the SCF family of E3 ubiquitin ligases and serves to tether the rest of the complex to an F-box protein, which  provides specificity in binding to ubiquitin ligase substrate proteins. Predominately expressed from leptotene  to pachytene. Negatively regulates recombination. Interacts with P0, a silencing suppressor protein encoded by poleroviruses by means of a conserved minimal F-box motif.",S PHASE KINASE-ASSOCIATED PROTEIN 1 (SKP1);ARABIDOPSIS SKP1 HOMOLOGUE 1 (ASK1);UFO INTERACTING PROTEIN 1 (UIP1); (SKP1A); (ATSKP1),-0.437046437620044,0.00194145253563185,TRUE
AT1G75960,NA,NA,NA,NA,NA,NA
AT1G76065,NA,NA,NA,NA,NA,NA
AT1G76160,upregulated,"SKU5 similar 5 (sks5); FUNCTIONS IN: oxidoreductase activity, copper ion binding; INVOLVED IN: oxidation reduction; LOCATED IN: apoplast, cell wall, plant-type cell wall; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Multicopper oxidase, type 3 (InterPro:IPR011707), Cupredoxin (InterPro:IPR008972), Multicopper oxidase, type 2 (InterPro:IPR011706), Multicopper oxidase, type 1 (InterPro:IPR001117); BEST Arabidopsis thaliana protein match is: SKU5-similar 6 (TAIR:AT1G41830.1); Has 5094 Blast hits to 5026 proteins in 887 species: Archae - 12; Bacteria - 1432; Metazoa - 265; Fungi - 1965; Plants - 1269; Viruses - 0; Other Eukaryotes - 151 (source: NCBI BLink).",SKU5 SIMILAR 5 (sks5),0.498683942514545,4.10486665306598e-4,FALSE
AT1G76200,NA,NA,NA,NA,NA,NA
AT1G76300,NA,NA,NA,NA,NA,NA
AT1G76380,NA,NA,NA,NA,NA,NA
AT1G76460,NA,NA,NA,NA,NA,NA
AT1G76600,NA,NA,NA,NA,NA,NA
AT1G76630,NA,NA,NA,NA,NA,NA
AT1G76720,downregulated,"eukaryotic translation initiation factor 2 (eIF-2) family protein; FUNCTIONS IN: GTP binding, GTPase activity, translation initiation factor activity; INVOLVED IN: translational initiation; LOCATED IN: cellular_component unknown; EXPRESSED IN: guard cell, cultured cell; CONTAINS InterPro DOMAIN/s: Small GTP-binding protein (InterPro:IPR005225), Translation elongation factor EFTu/EF1A, domain 2 (InterPro:IPR004161), Translation initiation factor 2 related (InterPro:IPR015760), Protein synthesis factor, GTP-binding (InterPro:IPR000795), Translation elongation/initiation factor/Ribosomal, beta-barrel (InterPro:IPR009000); BEST Arabidopsis thaliana protein match is: eukaryotic translation initiation factor 2 (eIF-2) family protein (TAIR:AT1G76820.1); Has 176116 Blast hits to 120626 proteins in 4229 species: Archae - 1560; Bacteria - 50188; Metazoa - 57384; Fungi - 15710; Plants - 7705; Viruses - 672; Other Eukaryotes - 42897 (source: NCBI BLink).",NA,-0.97642473447383,2.67347055584396e-4,TRUE
AT1G76730,NA,NA,NA,NA,NA,NA
AT1G76780,NA,NA,NA,NA,NA,NA
AT1G76810,NA,NA,NA,NA,NA,NA
AT1G09687,NA,NA,NA,NA,NA,NA
AT1G76940,NA,NA,NA,NA,NA,NA
AT1G77130,NA,NA,NA,NA,NA,NA
AT1G77180,NA,NA,NA,NA,NA,NA
AT1G77230,NA,NA,NA,NA,NA,NA
AT1G77250,NA,NA,NA,NA,NA,NA
AT1G77320,NA,NA,NA,NA,NA,NA
AT1G77440,NA,NA,NA,NA,NA,NA
AT1G77470,NA,NA,NA,NA,NA,NA
AT1G77500,NA,NA,NA,NA,NA,NA
AT1G77570,NA,NA,NA,NA,NA,NA
AT1G77600,NA,NA,NA,NA,NA,NA
AT1G77620,NA,NA,NA,NA,NA,NA
AT1G77630,NA,NA,NA,NA,NA,NA
AT1G77670,NA,NA,NA,NA,NA,NA
AT1G77720,downregulated,Encodes a predicted protein kinase based on sequence similarity.,PUTATIVE PROTEIN KINASE 1 (PPK1),-0.570188740431158,0.00277405748778998,TRUE
AT1G77730,NA,NA,NA,NA,NA,NA
AT1G77800,NA,NA,NA,NA,NA,NA
AT1G77890,NA,NA,NA,NA,NA,NA
AT1G77920,NA,NA,NA,NA,NA,NA
AT1G77940,NA,NA,NA,NA,NA,NA
AT1G78080,NA,NA,NA,NA,NA,NA
AT1G78100,NA,NA,NA,NA,NA,NA
AT1G78210,NA,NA,NA,NA,NA,NA
AT1G78265,NA,NA,NA,NA,NA,NA
AT1G78310,NA,NA,NA,NA,NA,NA
AT1G78420,NA,NA,NA,NA,NA,NA
AT1G78650,NA,NA,NA,NA,NA,NA
AT1G78700,NA,NA,NA,NA,NA,NA
AT1G79000,NA,NA,NA,NA,NA,NA
AT1G79020,NA,NA,NA,NA,NA,NA
AT1G79070,NA,NA,NA,NA,NA,NA
AT1G79080,NA,NA,NA,NA,NA,NA
AT1G79090,NA,NA,NA,NA,NA,NA
AT1G79150,NA,NA,NA,NA,NA,NA
AT1G79190,NA,NA,NA,NA,NA,NA
AT1G79190,NA,NA,NA,NA,NA,NA
AT1G79350,NA,NA,NA,NA,NA,NA
AT1G79390,NA,NA,NA,NA,NA,NA
AT1G79470,NA,NA,NA,NA,NA,NA
AT1G79480,NA,NA,NA,NA,NA,NA
AT1G79490,NA,NA,NA,NA,NA,NA
AT1G79570,NA,NA,NA,NA,NA,NA
AT1G79610,NA,NA,NA,NA,NA,NA
AT1G79650,NA,NA,NA,NA,NA,NA
AT1G79690,NA,NA,NA,NA,NA,NA
AT1G79730,NA,NA,NA,NA,NA,NA
AT1G79740,NA,NA,NA,NA,NA,NA
AT1G79910,NA,NA,NA,NA,NA,NA
AT1G79950,NA,NA,NA,NA,NA,NA
AT1G79980,NA,NA,NA,NA,NA,NA
AT1G80040,NA,NA,NA,NA,NA,NA
AT1G80070,NA,NA,NA,NA,NA,NA
AT1G80080,NA,NA,NA,NA,NA,NA
AT1G80230,NA,NA,NA,NA,NA,NA
AT1G80245,NA,NA,NA,NA,NA,NA
AT1G80320,NA,NA,NA,NA,NA,NA
AT1G80360,NA,NA,NA,NA,NA,NA
AT1G80450,NA,NA,NA,NA,NA,NA
AT1G80550,NA,NA,NA,NA,NA,NA
AT1G80670,NA,NA,NA,NA,NA,NA
AT1G80750,NA,NA,NA,NA,NA,NA
AT1G80770,NA,NA,NA,NA,NA,NA
AT1G09987,NA,NA,NA,NA,NA,NA
AT1G80900,NA,NA,NA,NA,NA,NA
AT1G80920,NA,NA,NA,NA,NA,NA
AT2G01480,NA,NA,NA,NA,NA,NA
AT2G01540,NA,NA,NA,NA,NA,NA
AT2G01640,NA,NA,NA,NA,NA,NA
AT2G01720,NA,NA,NA,NA,NA,NA
AT2G01735,NA,NA,NA,NA,NA,NA
AT2G01820,NA,NA,NA,NA,NA,NA
AT2G01850,NA,NA,NA,NA,NA,NA
AT2G01930,NA,NA,NA,NA,NA,NA
AT2G02040,NA,NA,NA,NA,NA,NA
AT2G02070,NA,NA,NA,NA,NA,NA
AT2G02090,NA,NA,NA,NA,NA,NA
AT2G02148,NA,NA,NA,NA,NA,NA
AT2G02230,NA,NA,NA,NA,NA,NA
AT2G02400,NA,NA,NA,NA,NA,NA
AT2G02470,NA,NA,NA,NA,NA,NA
AT2G02570,NA,NA,NA,NA,NA,NA
AT2G02710,NA,NA,NA,NA,NA,NA
AT2G02790,NA,NA,NA,NA,NA,NA
AT2G02860,NA,NA,NA,NA,NA,NA
AT2G02970,NA,NA,NA,NA,NA,NA
AT2G03070,downregulated,Encodes a subunit of the Mediator complex.  Regulates plant defense and flowering.,MEDIATOR SUBUNIT 8 (MED8),-0.585841027018282,2.6584865075613e-4,TRUE
AT2G03380,NA,NA,NA,NA,NA,NA
AT2G03450,NA,NA,NA,NA,NA,NA
AT2G03470,NA,NA,NA,NA,NA,NA
AT2G03620,NA,NA,NA,NA,NA,NA
AT2G03730,NA,NA,NA,NA,NA,NA
AT2G03870,NA,NA,NA,NA,NA,NA
AT2G04235,NA,NA,NA,NA,NA,NA
AT2G04378,NA,NA,NA,NA,NA,NA
AT2G04400,NA,NA,NA,NA,NA,NA
AT2G04520,NA,NA,NA,NA,NA,NA
AT2G04630,NA,NA,NA,NA,NA,NA
AT2G04650,NA,NA,NA,NA,NA,NA
AT2G04865,NA,NA,NA,NA,NA,NA
AT2G05100,downregulated,Lhcb2.1 protein encoding a subunit of the light harvesting complex II. Member of a gene family with high degree of sequence similarity. Initially LHCB2.3 was considered as a separate gene but appears to be an allele of LHCB2.1.,LIGHT-HARVESTING CHLOROPHYLL B-BINDING 2 (LHCB2);PHOTOSYSTEM II LIGHT HARVESTING COMPLEX GENE 2.1 (LHCB2.1),-1.36102018821437,5.03243378063678e-13,FALSE
AT2G05755,NA,NA,NA,NA,NA,NA
AT2G05810,NA,NA,NA,NA,NA,NA
AT2G06510,NA,NA,NA,NA,NA,NA
AT2G07042,NA,NA,NA,NA,NA,NA
AT2G05075,NA,NA,NA,NA,NA,NA
AT2G11000,NA,NA,NA,NA,NA,NA
AT2G13660,NA,NA,NA,NA,NA,NA
AT2G13690,NA,NA,NA,NA,NA,NA
AT2G14120,NA,NA,NA,NA,NA,NA
AT2G14210,NA,NA,NA,NA,NA,NA
AT2G14680,NA,NA,NA,NA,NA,NA
AT2G14775,NA,NA,NA,NA,NA,NA
AT2G14850,NA,NA,NA,NA,NA,NA
AT2G15270,NA,NA,NA,NA,NA,NA
AT2G15290,NA,NA,NA,NA,NA,NA
AT2G15430,NA,NA,NA,NA,NA,NA
AT2G15560,NA,NA,NA,NA,NA,NA
AT2G06465,NA,NA,NA,NA,NA,NA
AT2G15900,NA,NA,NA,NA,NA,NA
AT2G15980,NA,NA,NA,NA,NA,NA
AT2G16070,NA,NA,NA,NA,NA,NA
AT2G16090,NA,NA,NA,NA,NA,NA
AT2G06605,NA,NA,NA,NA,NA,NA
AT2G16500,NA,NA,NA,NA,NA,NA
AT2G16770,NA,NA,NA,NA,NA,NA
