gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G01490	271.442077793307	0.0374098911174711	0.134546949582927	0.278043398482355	0.780979044507796	0.938632111669252
AT1G01500	68.6719846192238	0.0810678731721299	0.208280953582701	0.389223650927546	0.697110709276547	0.907801435523673
AT1G01510	55.0814697632652	0.096124608950564	0.227748322758827	0.422065057543166	0.672977531916836	0.898714658548909
AT1G01520	0.520094857401636	-0.86288116486218	1.98008133884172	-0.435780666145228	0.662995872619266	NA
AT1G01530	0	NA	NA	NA	NA	NA
AT1G01540	129.421725824111	-0.123981059837037	0.159019249019437	-0.779660705238791	0.435590613906497	0.779717197215905
AT1G01550	418.212328713106	-0.0829132617120008	0.140531634179596	-0.589997136203792	0.555192569473131	0.845833227271783
AT1G01560	12.1765805947206	-0.0581677033686486	0.613160711602606	-0.0948653465037197	0.924421781829658	0.979845424113245
AT1G01570	5.58895824759521	0.185675968216032	0.66757721549806	0.278134070344963	0.780909442803148	0.938632111669252
AT1G01580	4.55624151513877	0.4680111176261	0.791300394143801	0.591445576281426	0.554221910516222	0.84533470137184
AT1G01590	0	NA	NA	NA	NA	NA
AT1G01600	10.6957712505843	-0.793588922123361	0.472503399515032	-1.67954119047161	0.0930466182012849	0.382201507474148
AT1G01610	93.5450025831512	-0.256265994631799	0.179948655773961	-1.42410619034411	0.154415734728603	0.499304333933141
AT1G01620	1297.20180238812	-0.244547047834152	0.167866518590388	-1.45679465975507	0.145173070459543	0.482915353625699
AT1G01630	182.490395551402	0.232839705703324	0.16214511400473	1.43599581851435	0.151003531117511	0.493224550525138
AT1G01640	11.7221888092037	-0.290661395407193	0.415985483404674	-0.698729660055074	0.484720994359054	0.808868160966326
AT1G01650	78.1963633515646	-0.218918577330141	0.198915448859743	-1.10056095987045	0.271087784640189	0.646599266091866
AT1G01660	1.86895455232224	-0.349547107192271	1.01191222279739	-0.34543224137165	0.729769442049557	0.917777026937511
AT1G01670	2.74695184985491	0.480043349188257	0.868400818139094	0.552790070162471	0.580407168775253	0.856762367197519
AT1G01680	8.01462149192812	2.39699093051415	0.588808905680799	4.07091487134128	4.68288614768974E-05	0.00177565985049234
AT1G01690	5.98508072444827	0.0827248272666102	0.617432421007112	0.133981994550392	0.893416812319411	0.970775120167132
AT1G01695	0.390519029245912	1.1987345262115	2.34691421939466	0.510770490163329	0.609511774996851	NA
AT1G01700	0.436146403782654	-0.887767009781914	2.26269656415467	-0.392349121771694	0.694800273292107	NA
AT1G01710	56.1545186513318	-0.00590281599368365	0.207217095409828	-0.0284861438773149	0.977274419129837	0.994368111885296
AT1G01715	9.76656638661622	-0.388328991565556	0.501406570869125	-0.774479263190422	0.438647426476399	0.781267784455378
AT1G01720	112.890202303858	-0.529047757050641	0.197227934139018	-2.68241798181458	0.00730920722357912	0.0789963073611618
AT1G01725	25.9157380917971	-0.312798222930161	0.347731955899236	-0.899538330094697	0.368365988837959	0.73415662487112
AT1G01730	90.1235543232715	0.374974024630951	0.192201820214269	1.95093898805394	0.0510643040249451	0.276217049720384
AT1G01740	5.03301853056536	0.583457534249276	0.76494535316383	0.762744072940745	0.445616040751796	0.784388647690401
AT1G01750	17.8890631307889	-0.468596253394555	0.408717991137313	-1.14650263398149	0.25158723799502	0.627417002274881
AT1G01760	0.897598230165342	-0.4109897839284	1.58716832378894	-0.258945303890183	0.795677442501299	NA
AT1G01770	53.0393720535255	0.0111957809462596	0.24897771605068	0.0449669999542475	0.964133612556396	0.990693424412871
AT1G01780	30.0002852784175	0.0872927272798957	0.311330147866105	0.280386361161008	0.779181099783975	0.937864532710284
AT1G01790	88.8010608173066	-0.114854004831276	0.17723742855037	-0.648023421298029	0.516969801881595	0.826016293494649
AT1G01800	209.46155532079	0.449749095739125	0.146072090825663	3.07895295533149	0.00207729481736628	0.0332910361974905
AT1G01810	1.15137069796693	-0.820246389569882	1.36393924092423	-0.601380446400289	0.547586619282026	NA
AT1G01820	203.152858286859	0.127519362814812	0.130103398319636	0.98013860100352	0.327017707215695	0.70092551170384
AT1G01830	18.4231318979296	0.0256916300146605	0.355722560920721	0.0722237857170559	0.942423816336123	0.984544232836348
AT1G01840	3.63642471882223	0.433924355912027	0.814548602257362	0.53271757475182	0.594229098475509	0.863382436542182
AT1G01860	25.3385617984833	0.335510215380928	0.322236420615601	1.04119272036342	0.297786113595293	0.672487860569373
AT1G01870	0	NA	NA	NA	NA	NA
AT1G01880	4.22393981387432	0.411045455471865	0.719117301369654	0.571597227168605	0.567594874406674	0.849837602522578
AT1G01890	0	NA	NA	NA	NA	NA
AT1G01900	14.7564805133324	0.12886979648085	0.419608721169454	0.307118965787195	0.758752822252325	0.930468126477628
AT1G01910	88.9328236402487	-0.427502412388076	0.192386020723659	-2.22210746279812	0.026276044060016	0.183886848136271
AT1G01920	30.1077885734809	-0.126882107736187	0.279055457553479	-0.454684200941927	0.649336448698442	0.888990803532521
AT1G01930	23.7258846219416	0.216885685195713	0.311979472909703	0.695192164961722	0.486934881811195	0.80982303960459
AT1G01940	38.9193525644232	-0.24691248640981	0.243994388402305	-1.01195969311677	0.311557325926235	0.6861860957049
AT1G01950	24.7195383333176	-0.858473179320961	0.314499851837565	-2.72964573530022	0.0063402418362288	0.0729416331841453
AT1G01960	83.4983124810579	0.0907099020674925	0.179786790690276	0.504541527879883	0.61388088744269	0.873363882141841
AT1G01970	39.9202280715623	0.0617933681563919	0.243921669094783	0.253332835847316	0.800011024140682	0.945382586225258
AT1G01980	0.113127787305315	-0.281949024808532	3.5338115409304	-0.07978609542214	0.936407383311716	NA
AT1G01990	37.0594951201035	-2.07958659714298	0.29283848302344	-7.10147988635948	1.23427977202773E-12	3.56618691275153E-10
AT1G02000	35.9462115706988	-0.0796303872831058	0.265529415299998	-0.299892903364919	0.764258847637666	0.932093925298148
AT1G02010	9.03201548215361	0.271220420012132	0.510799916732425	0.530971934661076	0.59543822768303	0.864335174410165
AT1G02020	25.5374728819072	-0.25396671749782	0.33478800533714	-0.758589655092539	0.448098062911911	0.785666399228976
AT1G02030	0.804830804433751	0.489415090345741	1.67924891091619	0.29144880616818	0.770708091863286	NA
AT1G02040	0.955815562610417	-2.25162795428766	1.56453571555113	-1.43916686075427	0.150103252189458	NA
AT1G02050	14.9476639596813	0.424528272800878	0.381037882387898	1.11413665785783	0.265220564365892	0.640059069048148
AT1G02060	2.4212076567216	1.50613848055612	0.980937398285914	1.53540733913085	0.124683802094776	0.445377940191956
AT1G02065	2.83436761854055	-1.23254611265538	0.920976178730634	-1.33830400950672	0.180797355340386	0.539325444212287
AT1G02067	0	NA	NA	NA	NA	NA
AT1G02070	0.64359912700455	-1.6060559880563	1.86055546759637	-0.863213172639859	0.388020272499505	NA
AT1G02080	108.985473424968	-0.0683091353088638	0.183878349018811	-0.371490910557804	0.710271924707851	0.910885867510812
AT1G02090	63.7867475367723	0.221425932305723	0.204119265014911	1.08478703511669	0.278015989011651	0.653063110076729
AT1G02100	54.1625346791631	0.123005574339953	0.23145875007691	0.531436268013546	0.595116494535172	0.864054357335991
AT1G02110	45.8069666356471	0.372754389491387	0.251119738825005	1.48436913496133	0.137711018386746	0.469363893979092
AT1G02120	142.899223547803	0.0485361969215206	0.144079559256377	0.336870803686697	0.73621429550199	0.920438531651589
AT1G02130	106.090180141061	0.09477130775833	0.190050005504597	0.498665114513969	0.618015324708143	0.875550570343387
AT1G02136	0	NA	NA	NA	NA	NA
AT1G02140	207.845431260499	0.283287184762091	0.128419943760866	2.20594384692777	0.0273879316521747	0.188863847938631
AT1G02145	26.3715479440627	0.131266381071022	0.311745267590605	0.421069362449491	0.673704432876704	0.898947914387954
AT1G02150	221.817973758044	0.214931182350553	0.138635862766625	1.55032888360468	0.121062598136728	0.438247905372351
AT1G02160	73.5028584544499	-0.494836984946881	0.197595248456514	-2.50429597276365	0.0122695347492751	0.11399108266124
AT1G02170	63.5913559778623	-0.0525092769337029	0.204665113890803	-0.256561931515689	0.797516965708434	0.944849226341721
AT1G02180	7.36110201714087	-1.7725233517957	0.595849769599254	-2.9747823062646	0.00293196535631295	0.0430014498415007
AT1G02190	0.967397110638985	0.307768169815656	1.55313693137253	0.198159069943484	0.842920609888884	NA
AT1G02205	99.4332060891451	0.179232508549207	0.24208564899913	0.740368168415681	0.459076628059609	0.791410228648619
AT1G02210	0	NA	NA	NA	NA	NA
AT1G02220	30.8097549572794	-0.154432624492486	0.506699698138397	-0.304781362727997	0.76053267700292	0.931126521555734
AT1G02228	0	NA	NA	NA	NA	NA
AT1G02230	4.87501408598244	-0.359140963752662	0.712818035620365	-0.503832599353497	0.614379017422489	0.87352625371236
AT1G02250	0.109153560879601	-0.281949024808533	3.5338115409304	-0.0797860954221401	0.936407383311716	NA
AT1G02260	38.9795859754823	0.106489748985338	0.244100135084372	0.436254363188001	0.662652189189858	0.895039337277008
AT1G02270	41.4467986506778	-0.327845853674709	0.261252571383064	-1.25490000706635	0.209515061442219	0.57841142747323
AT1G02280	188.630740556258	-0.126467329226959	0.165084075034922	-0.76607831009869	0.44362970793132	0.78436671593812
AT1G02290	16.0027812348747	-0.366277781819727	0.36537546995468	-1.00246954691611	0.316116867446022	0.690215226610796
AT1G02300	268.716493719109	0.260850834539008	0.151825188616607	1.7180998549438	0.0857784032989984	0.365584918857942
AT1G02305	298.268690146945	0.331063505693667	0.141870362768356	2.3335635381029	0.0196185876913651	0.153912310340519
AT1G02310	1.69074015020064	0.374716719021616	1.06530567958599	0.351745725383949	0.725028965283249	0.916940396626671
AT1G02320	0	NA	NA	NA	NA	NA
AT1G02330	54.2081987971387	0.190466740914762	0.213156812625239	0.89355220961026	0.371561525940426	0.73703725599697
AT1G02335	31.7038986900265	-0.145066430906547	0.328728702465321	-0.441295298580906	0.658999229273364	0.892723316331013
AT1G02340	15.8343663085011	-0.186722012661074	0.479832690205657	-0.389139832430017	0.697172709076002	0.907823721417856
AT1G02350	4.09152779278863	-0.839060720299052	0.752981808833273	-1.11431738516918	0.265143051258626	0.640059069048148
AT1G02360	52.7716180282385	-1.13555129257508	0.412782328298811	-2.75096876664995	0.00594193084143871	0.0695058133418728
AT1G02370	13.2725548248985	0.145731395595796	0.460969229031448	0.316141265875805	0.75189528606571	0.927706237412072
AT1G02380	12.5110015635359	0.22416552069536	0.409258213869118	0.54773615555838	0.58387308240185	0.858512038646122
AT1G02390	4.4642705540987	0.370933713844316	0.727899639097879	0.509594584088586	0.610335518954814	0.871569291171441
AT1G02400	19.299385213118	-1.11823397998028	0.385393746899941	-2.90153638707221	0.00371337650728501	0.050606852309591
AT1G02405	0.749720910678069	-1.63341483845202	1.77656166745274	-0.919424790243297	0.357873427620493	NA
AT1G02410	49.5982909222878	0.0480615206746653	0.239030642688057	0.201068449359387	0.840645051924275	0.955737462054139
AT1G02420	0.328162740718315	-0.311569740188912	2.47055704958247	-0.126113153404641	0.899642355691921	NA
AT1G02430	0.130443429128468	1.16072349559074	3.5338115409304	0.328462195039733	0.742562224054244	NA
AT1G02440	0.420625797244078	-0.31681273437026	2.58763195442434	-0.122433460380087	0.902555740285672	NA
AT1G02450	2.15747162899753	0.66471349485902	1.0428604608445	0.637394473965139	0.523867926969974	0.829812412524534
AT1G02460	1.03656715194097	-0.6514002274487	1.68199739318654	-0.38727778656935	0.698550568693234	NA
AT1G02470	11.1555689313814	-0.499496517503085	0.566645848642802	-0.881496826808933	0.378048970756365	0.742045849529064
AT1G02475	192.925834240443	-0.0631331200425384	0.157875120778119	-0.399892774310318	0.689235494512443	0.904937564600998
AT1G02480	0	NA	NA	NA	NA	NA
AT1G02490	0.202318675484875	1.16072349559074	3.5338115409304	0.328462195039733	0.742562224054244	NA
AT1G02500	837.289335308404	0.148770359843642	0.119696644231414	1.24289499341368	0.213906530869042	0.583053852672019
AT1G02510	0	NA	NA	NA	NA	NA
AT1G02520	13.5784168719788	-0.0557745538383502	0.513105301548507	-0.108700014733871	0.913440430169527	0.977570293431278
AT1G02530	0	NA	NA	NA	NA	NA
AT1G02540	0	NA	NA	NA	NA	NA
AT1G02550	0	NA	NA	NA	NA	NA
AT1G02560	709.281507631846	-0.175599530625702	0.0994781753994377	-1.76520658848649	0.0775290517271982	0.34829521794371
AT1G02570	1.95869430358978	-1.74266238474417	1.2557805386778	-1.38771252704633	0.165224599917348	0.514656943374151
AT1G02575	0.428256938345188	1.20094691912567	2.30230489689862	0.521628095715487	0.601929297474346	NA
AT1G02580	0.868845408289306	-0.868542957712998	1.66073088634064	-0.522988381113814	0.600982338801878	NA
AT1G02590	0	NA	NA	NA	NA	NA
AT1G02600	0	NA	NA	NA	NA	NA
AT1G02610	100.713200058689	0.151239953061724	0.278668343888014	0.542723837776498	0.587319958962862	0.860326397921344
AT1G02620	4.02489454343715	-0.114969960497327	0.730294651216602	-0.15742955299727	0.874906323921303	0.966601365939182
AT1G02630	0.546560101312979	-1.21559254344842	2.12704971816449	-0.571492303667165	0.567665975908871	NA
AT1G02640	92.1212758039054	-0.193380558820194	0.246152035483524	-0.785614299066554	0.432093484763365	0.777140332753409
AT1G02650	4.60170929299337	-1.11073770933477	0.752710748955285	-1.47565012307371	0.140037842003621	0.473622968983817
AT1G02660	114.198194350506	-0.412872932011203	0.199739970590467	-2.06705213178253	0.0387292419384933	0.2337006381347
AT1G02670	2.84359663159869	-3.09071924025382	1.20062070251805	-2.57426782144577	0.0100452481771397	0.0991049484793419
AT1G02680	26.9552489860901	0.12120047151408	0.280055178874535	0.432773541275515	0.665179297018572	0.89526253800447
AT1G02681	0	NA	NA	NA	NA	NA
AT1G02690	8.21063354170512	-0.280745284773045	0.516470978012947	-0.543583854127051	0.586727872914206	0.859973605175646
AT1G02700	0.960442936205634	-1.43707621887219	1.54424764276164	-0.930599587189404	0.352060728128194	NA
AT1G02705	8.60499163911672	0.421282407744351	0.535864682155606	0.78617311752973	0.43176607291629	0.776897624078917
AT1G02710	0	NA	NA	NA	NA	NA
AT1G02720	15.6010499775885	-0.918803664997356	0.399548291311363	-2.29960604256807	0.0214705494516942	0.163371656380931
AT1G02730	24.213757744452	0.174448509680197	0.324542818605766	0.537520782094722	0.590907933608366	0.861651979612775
AT1G02740	21.5589234090684	-0.505176919735618	0.328800333160172	-1.53642459811477	0.124434277673061	0.444918058597029
AT1G02750	44.2964840555066	0.28454590942987	0.241249758453387	1.17946609047009	0.238212631635138	0.612179221705294
AT1G02760	0	NA	NA	NA	NA	NA
AT1G02770	12.862950287116	-0.354538094999667	0.42418882320901	-0.835802537930085	0.403265998501114	0.757715981018676
AT1G02780	1265.14738720467	0.12196023833886	0.0953411203701736	1.27919871158776	0.200827089463157	0.564599372309195
AT1G02790	0	NA	NA	NA	NA	NA
AT1G02800	5.19456607491949	-0.672850358280414	0.71841313053085	-0.936578592018816	0.348975368265899	0.716667705878327
AT1G02810	16.1262247738161	0.0693492096038806	0.447411193142549	0.155001060918441	0.876820480922767	0.96680409655005
AT1G02813	0.111025516774375	1.16072349559074	3.5338115409304	0.328462195039733	0.742562224054244	NA
AT1G02816	85.6299555482786	-0.2253056859846	0.221173928495416	-1.01868103314568	0.308354419905137	0.682999468029941
AT1G02820	8.9573500578887	-0.857494449957056	0.526112102347405	-1.62987022372435	0.103128928053274	0.404442231382458
AT1G02830	0.109153560879601	-0.281949024808533	3.5338115409304	-0.0797860954221401	0.936407383311716	NA
AT1G02840	169.345046065543	0.0191553324667635	0.162398644203634	0.117952539325048	0.906105263406002	0.975116200831109
AT1G02850	151.166599888683	-0.466725642142462	0.247059787372933	-1.88912022917735	0.0588757204113365	0.300242421916107
AT1G02860	45.6459941169881	-0.0367081903754127	0.231830690550694	-0.158340512587938	0.874188486356197	0.966601365939182
AT1G02870	83.9604190657588	-0.311177102775267	0.19538522179784	-1.59263377195044	0.111242372698099	0.419674871818515
AT1G02880	40.0478701262029	-0.563847388465369	0.252615546491852	-2.23203756180365	0.025612480491829	0.181652408795997
AT1G02890	43.1144256722363	0.0624459572095968	0.236295076873599	0.264271088656667	0.791571036486699	0.943777787685692
AT1G02900	46.2358671099049	-0.492365795816391	0.238110704165079	-2.0678020231927	0.0386586433766834	0.233464037710786
AT1G02910	79.5139057450032	-0.0680384273791731	0.176900423843233	-0.384614270000099	0.700523220032965	0.908338296763399
AT1G02920	602.904915370249	0.315527076164437	1.01689153635492	0.31028587109246	NA	NA
AT1G02930	1518.14457613168	0.807901588351069	0.892303829098504	0.905410872401268	NA	NA
AT1G02940	0.333306864959291	-0.314363331790292	2.4621311271637	-0.127679362127406	0.898402723037398	NA
AT1G02950	9.39493241974999	0.584123541725641	0.507688548554723	1.15055488919045	0.249915400571066	0.62512635458072
AT1G02952	0	NA	NA	NA	NA	NA
AT1G02960	30.5123208420032	-0.122845408824401	0.295916722864111	-0.415135067850873	0.678043029216915	0.900776423141889
AT1G02965	0	NA	NA	NA	NA	NA
AT1G02970	3.88151459824834	0.52312284200602	0.744434594742996	0.702711622619607	0.482235483024262	0.806739978504184
AT1G02980	0.327460682638804	-1.62230899609651	3.20604404190152	-0.50601581727939	0.612845545841118	NA
AT1G02990	30.9597063318325	-0.0323965809664998	0.270799528662049	-0.119633077378543	0.90477381593066	0.974597913676907
AT1G03000	39.4653011552231	-0.126022608321561	0.242307986442645	-0.520092672848779	0.602998985062459	0.868265304918713
AT1G03010	1.01026906747528	-0.665448303915604	1.52057733127542	-0.437628715244257	0.661655451838243	NA
AT1G03020	6.62170188984703	-3.86414994754384	0.948081438172344	-4.07575741066392	4.58648145064933E-05	0.00174363885976283
AT1G03030	29.2110080366653	-0.570009042535124	0.297343126277997	-1.91700763246231	0.0552369620113836	0.289998779354193
AT1G03040	58.2774061654397	-0.219736634147213	0.228992970155108	-0.959578077870138	0.33726760657131	0.708336236857121
AT1G03050	0.111025516774375	1.16072349559074	3.5338115409304	0.328462195039733	0.742562224054244	NA
AT1G03055	3.12787997305832	-0.758014011344152	0.839093606708801	-0.903372407182711	0.366328279318256	0.732692785721097
AT1G03060	43.4142531884132	-0.0592308624586232	0.242442176918806	-0.244309233695999	0.806991332664756	0.947412321581897
AT1G03070	1.65153723448161	0.393703123623263	1.34941443315615	0.291758494610457	0.770471281641968	0.93415093000769
AT1G03080	76.853803308701	-0.119832909071725	0.196311576776668	-0.610422019115313	0.541582285702115	0.838394729857531
AT1G03090	211.199413447076	-0.852254261224781	0.194797462683166	-4.37507886132457	1.21388585222887E-05	0.000589769771896838
AT1G03100	9.37651416362915	0.807404285526424	0.480142335010329	1.68159361642013	0.0926476693043646	0.381681102878797
AT1G03103	0	NA	NA	NA	NA	NA
AT1G03106	31.2829385157075	2.28924204719118	0.342575222848707	6.68245072762364	2.34978980417773E-11	5.2804998654994E-09
AT1G03110	20.0385981836454	-0.206714914697045	0.343943038264824	-0.601014969629598	0.547830015836352	0.842232353619875
AT1G03120	0.424589947165836	-2.00182577113742	2.20908505478748	-0.906178676461147	0.364841287538181	NA
AT1G03130	1737.04883471933	-0.221201209600886	0.158147247104398	-1.39870414219013	0.161901721584399	0.509961426420258
AT1G03140	89.7701055288501	-0.12629934229717	0.176352071033382	-0.716177255855774	0.47388190509101	0.802010872289133
AT1G03150	53.503827451747	-0.17797329445786	0.230135819463382	-0.773340259994503	0.439321035080041	0.781532933467283
AT1G03160	57.6005665276848	0.0859667803915229	0.207658297227005	0.413981919044375	0.678887348568297	0.901296255834559
AT1G03165	0.42365757445016	-0.848150837379196	2.07205135887235	-0.409329061148743	0.682298191343553	NA
AT1G03170	0.390519029245912	1.1987345262115	2.34691421939466	0.510770490163329	0.609511774996851	NA
AT1G03180	1.18946724674197	-1.50170620276777	1.50162246037633	-1.00005576794011	0.317283520197713	NA
AT1G03190	10.5501342130573	-0.351698688075161	0.456633907219495	-0.770198363535246	0.441182234503578	0.782804990965765
AT1G03200	0	NA	NA	NA	NA	NA
AT1G03210	44.7255621895673	0.384126319687489	0.24757206847833	1.55157373789568	0.120764251052581	0.437748662224215
AT1G03220	342.08001896256	-0.909996173839768	0.164705004788239	-5.52500620736903	3.29473962315975E-08	3.76475191403424E-06
AT1G03230	62.2954876850387	-0.222079366502639	0.204356700091286	-1.08672417593079	0.277158726303437	0.651882223454705
AT1G03240	0	NA	NA	NA	NA	NA
AT1G03250	64.4106881381287	-0.357053042745657	0.196994688093957	-1.81250086588812	0.0699088402649504	0.329889476051941
AT1G03260	19.4528400760506	-0.829332935157809	0.373147942009483	-2.22253117809433	0.0262474294091621	0.183886848136271
AT1G03270	9.51992644500374	0.402733582714825	0.548665566428123	0.734023797659962	0.462934234305458	0.794756993988395
AT1G03280	68.5757820462186	-0.123392244044888	0.194672336650509	-0.633845805562046	0.526181456489574	0.830211393202616
AT1G03290	65.5266948910383	-0.466304145513487	0.2081502162182	-2.24022897494696	0.0250760615083662	0.179123196360605
AT1G03300	5.62624718351506	0.359903041826583	0.593361103471545	0.606549771666728	0.54414974237129	0.840241158725379
AT1G03310	49.4634374234731	0.13549002548251	0.224177011583254	0.604388579032298	0.54558532715047	0.841041405611147
AT1G03320	2.26063401577749	3.34954197373166	1.32336494102421	2.53107957593263	0.011371204731159	0.108636096215253
AT1G03325	0	NA	NA	NA	NA	NA
AT1G03330	93.4890540574669	-0.0572860954411641	0.20032388112571	-0.285967380021032	0.774903105670277	0.935834197897017
AT1G03340	6.22295735942606	1.3296871855037	0.591524812222068	2.247897565799	0.0245827224360864	0.176871419875435
AT1G03350	67.075575014999	-0.013746721898688	0.194908972336853	-0.0705289332444387	0.94377267248501	0.985145171078542
AT1G03360	24.2762218325748	-0.316810896548776	0.30769128764037	-1.02963882721004	0.303179581562754	0.677398037683019
AT1G03365	24.6546302645218	-0.566620395809671	0.316825235467689	-1.78843201985865	0.0737063341934758	0.339646983154032
AT1G03370	53.5996562277793	-0.118595789426198	0.247972683867315	-0.478261506778125	0.632464090117261	0.881508355108495
AT1G03380	71.2552967050203	0.289044570116306	0.182954183938767	1.57987406406101	0.114135709884028	0.424649509272347
AT1G03390	0.109153560879601	-0.281949024808533	3.5338115409304	-0.0797860954221401	0.936407383311716	NA
AT1G03395	0	NA	NA	NA	NA	NA
AT1G03400	55.0223790506076	0.168820295207707	0.226216317697337	0.746278150604406	0.455499407374112	0.789647913604136
