gene_id,H2Aub-Col,H2Aub-ubp5,H2Bub-Col,H2Bub-ubp5,H3K27-Col,H3K27-ubp5
AT1G01010,1.198366448275862,2.4685614447702835,0.8562371881918819,0.7780782893258427,0.5981155027322405,0.7870175261044177
AT1G01020,0.4730759591002045,1.1125702810026386,3.539500022939677,3.253196199360341,0.5143233130990416,0.5882635012919897
AT1G01030,3.382107356880059,3.785377355967078,0.9176534527845036,0.7530120449826989,6.84112906311637,6.272686440793977
AT1G01040,0.7509342907644719,1.141513989010989,2.737939344072799,2.5546303370253165,0.6808218433813893,0.7267122712859659
AT1G01046,0.7866287708333334,0.24867231578947369,2.9034957692307692,1.7678579365079365,0.727470175,0.7624632448979591
AT1G01050,1.2259430428176796,2.44407202320442,2.53640974617737,2.187722432706223,0.5180055185185185,0.6170155318559557
AT1G01060,2.0636039995210727,3.750201134101193,0.4957905229357798,0.579276876155268,0.6457434963414634,0.7650258348623853
AT1G01070,1.0398389081145585,1.0234166670854272,0.43282041853932585,0.4891470517241379,1.350332230679157,1.429693105017503
AT1G01080,1.695434021574973,4.165438617623918,2.1141894176646705,1.6284349801324502,0.49276708580858086,0.9251644490238612
AT1G01090,3.2265729706601465,4.308324452910959,4.800921719696969,4.268634151884701,0.5177235357142858,0.6747911100917431
AT1G01100,0.9114113947368421,0.9520518525345623,5.651344761789601,6.016190890603085,0.36021976515151516,0.4846974509803922
AT1G01110,4.672640991428572,2.9607278133561645,0.6929862164328657,0.6275516784660767,0.6966665509433962,0.761912400332226
AT1G01120,5.608418231677018,3.121080774930748,0.3213844136363636,0.4325654306930693,1.6012260110041265,1.2232147070707071
AT1G01130,1.102511083449235,1.1778338303797469,0.34008609289617486,0.39715316363636366,0.4025471074380165,0.45331241818181817
AT1G01140,1.917840394459834,2.096780825647505,2.700764624137931,2.4230727514944492,0.49245506666666666,0.6367411637168141
AT1G01150,1.7528771857010215,2.393260773364486,0.33819536470588235,0.36665522790697674,0.8911237949709865,1.387175979946524
AT1G01160,1.140346806451613,1.4691548832684824,4.887305402164112,4.721376829810901,0.4647159206349206,0.6240931118012423
AT1G01170,0.9962319726027398,0.8306882472324724,0.9056914099099099,0.8852044244186047,0.4171576875,0.5347744577464789
AT1G01180,3.7675065214368484,4.3154516449438205,0.20710357627118645,0.3131128157894737,0.4283936193181818,0.8839952012987013
AT1G01183,2.5809148333333334,3.360005207317073,0.5837619444444444,0.5974679047619048,8.34194988888889,8.486627934782609
AT1G01190,4.99749927735849,3.613913087984242,0.35620797235023044,0.4187111837837838,4.837127870170016,3.194636710867398
AT1G01200,5.29244126179941,4.4927898398876405,0.34113163255813955,0.3894676011235955,1.8631712207578253,1.2129994411214953
AT1G01210,0.9346383921568627,1.6280008567990374,3.5114636712184875,2.6894430951048953,0.5343964046822742,0.6570429494382023
AT1G01220,1.1639071949967927,1.9649603224796492,2.8316142807554874,2.666176443805875,0.5336323033381712,0.7543965121693121
AT1G01225,2.4014113213149524,3.705283223549488,0.4727411066666667,0.59236252,0.5498143818181818,0.6216742677966102
AT1G01230,0.84697293728223,1.6347801496932515,8.375895174443647,8.27190925463336,0.5205705313653136,0.5678183079470198
AT1G01240,1.2779784289215685,1.8692601693548387,2.1340102813953488,1.616371710951526,0.39298095982142855,0.5069586056782335
AT1G01250,17.381935677647057,10.523454382460415,0.2908444382022472,0.535832191919192,8.624319953168044,7.479963113069016
AT1G01260,1.1842539441624365,1.3719018807134895,2.2979031287128713,2.120778477855478,0.5706055039577836,0.613378129787234
AT1G01270,0.2972106,0.3585311176470588,0.15610912500000002,0.369072,0.226017,0.49301775
AT1G01280,3.5667249115120274,2.6921291258034894,0.2632032292993631,0.3323947674418605,1.584881939675174,1.2907906155606408
AT1G01290,1.23225958004158,2.5831286062052508,3.21968632039801,2.825982872062663,0.47687211929824563,0.7338595939675174
AT1G01300,3.24078670336894,2.5081114683982686,0.29744653005464483,0.35229613669064747,0.3374925976331361,0.4250131512915129
AT1G01305,1.797883640866873,2.0792013596730246,0.28606637931034484,0.27395851162790696,0.7500709,0.7282980294117647
AT1G01310,3.5912557593818986,3.2256457112068966,0.2607292162162162,0.27213735714285714,0.2698150238095238,0.4730659
AT1G01320,1.1454947361629881,1.3094672476489029,2.640507952023647,2.3308721370412844,0.5113645369175627,0.6518581645215444
AT1G01335,1.17033955,0.6082472173913044,0.152499375,0.18070463636363637,0.10051175,0.3490284375
AT1G01340,1.7339277164179105,1.5528977921412301,0.5783844208074534,0.8568814060509554,1.3260055152603232,1.154343909330986
AT1G01350,0.6966090136518771,1.4668344067114094,1.8286400749354006,1.9869657177419355,0.5131169047619047,0.5468146573033708
AT1G01355,5.527482965449161,5.035256375506073,0.44711745029239763,0.7907969207920792,5.988733919392524,3.9407959384615383
AT1G01360,1.80610081875,5.896879757182576,1.5905764363207546,0.8758235155555556,0.410709485380117,0.8510513624595469
AT1G01370,1.157930752236136,2.478022223835451,0.4159524956521739,0.4755839517684887,0.5004828860103627,0.7319024147540983
AT1G01380,1.8408415030674847,2.0157468021015763,0.29461703296703295,0.31781534615384616,1.2060976381322956,1.3593734918566776
AT1G01390,6.438798211309524,5.141506650478293,0.3440146118721461,0.4947242794117647,2.090039047361299,1.276820738095238
AT1G01400,2.586647884133612,2.787948426260704,0.3943249275362319,0.5809533041237114,1.6102647269624573,1.4199524747292418
AT1G01410,2.653861243281471,2.4109365896700146,0.356301,0.5786204671532846,4.266455049504951,2.5155311678700363
AT1G01420,7.904439750853243,4.905620188801149,0.45408435984848483,0.6949016108949416,1.492674,0.9594375565217391
AT1G01430,1.4327142768421053,1.8399521866913124,1.5311713157894737,1.2910995689655171,0.4117802173913043,0.48241356119402984
AT1G01440,1.059009996025437,1.2223554873140858,3.48110312375,3.2185693500772796,0.44580352463054185,0.6586909638932497
AT1G01448,1.119917307079646,0.8787452424870467,1.8124277011686143,1.3237137409793815,0.6805093844621514,0.7894163935810811
AT1G01450,0.7959639651972158,0.5517233003194888,1.7970261341256366,1.259525762295082,0.6561133813953488,0.8055826231343284
AT1G01453,13.401782781178271,6.286283368505196,0.2904431575342466,0.3632991076923077,6.015586493641618,3.5190209832635984
AT1G01460,1.1596887306306307,1.1585126922435363,0.4034336514285714,0.6397093664921466,1.6315262343096235,1.2608078734643735
AT1G01470,3.8482548190883192,3.771302986111111,0.39843149324324323,0.30826586363636366,1.2346426351351352,0.7291524747081712
AT1G01480,3.5487660525404157,2.537181878787879,0.26828057826086954,0.4119727625570776,1.4720949451073986,0.9246436645468998
AT1G01490,2.5086106616949153,2.1714222487235593,2.0174641520958083,1.9622859837758113,0.3594109664179104,0.5120541995249406
AT1G01500,3.33185273095624,5.718941027628032,7.112762394355454,6.108345765225933,0.5624086105610561,0.8840050901467505
AT1G01510,1.9187971066422913,2.577441513003901,3.6753416872171947,3.3659598171346294,0.5283943458333333,0.7068915997001499
AT1G01520,2.743361051984877,3.475245336092715,0.4676757456445993,0.6413632693498452,0.5641173858024692,0.6709089661458333
AT1G01530,0.9028932012779552,0.635090778597786,0.447346355704698,0.424022875,0.6680468894736842,0.6263742279792746
AT1G01540,1.3157336134663342,2.1436930208494207,4.592975212045169,5.158925560084329,0.4707555198019802,0.5900424419047618
AT1G01550,0.879326275477707,0.2921455761589404,2.262586309330629,1.8713663971830987,0.3538533037974684,0.5638344893048128
AT1G01560,2.283631107331822,1.8652455975702353,0.3969008719723183,0.8520890141242938,0.5356928558558558,0.6260402266355141
AT1G01570,4.115155078322784,4.291111781609195,0.2743713,0.37476241784037556,0.29052687906976743,0.46069236910994765
AT1G01580,3.7869313370520623,3.276129527652174,0.311270497706422,0.5220131973392461,3.884062523453094,3.3757777086573353
AT1G01590,2.098830555283757,1.762656495327103,0.3194773565891473,0.5155337934508816,0.9683923887434555,1.0109383048498846
AT1G01600,4.337614508363202,3.4625830514138816,0.2434052077294686,0.3817157268722467,0.7798862843822844,0.9638193766233766
AT1G01610,3.2491445078761543,2.7293320389238693,0.7661294868189806,0.704421369928401,0.8229296564625851,0.8726550030816641
AT1G01620,5.812681472012103,5.196172718795888,0.6230259935275081,0.7202963143939394,0.4520074,0.6323029877675841
AT1G01630,2.8012063409290096,3.3072284080645162,1.5468656116352202,1.0960659854014598,0.5210865552147239,1.0074041545801526
AT1G01640,1.184642930333817,1.1702195398110662,0.5159153579766537,0.45404657211538463,0.8161846733524355,0.870534192575406
AT1G01650,0.826822289713086,1.035446243739566,7.4345534175271375,6.948238601400828,0.5292313125,0.6807880129353234
AT1G01660,3.3057249254108725,1.8123009744499645,0.6008024583333333,0.7188394599542334,0.9180466791907514,0.8120776194144839
AT1G01670,1.7034563320537428,1.8069873348017622,0.8460984522546419,1.5219161317567567,3.639673852905569,2.3089264912770413
AT1G01680,2.3862667623478884,2.1394863100995734,0.3884283240418118,0.5778862794117647,2.4704293213592234,1.009735437716263
AT1G01690,0.9572232935871744,3.430667418528252,1.3255646363636364,1.3127260322180918,0.7548685806451613,0.9787443377483444
AT1G01695,1.100326991316932,1.3375387481840193,0.5063957066246056,0.7075706413043479,0.5879297217125382,0.8997634503464204
AT1G01700,1.0370894332210998,1.287915686256781,0.7594253340163934,0.6270033022508038,0.7171263318872018,0.784457955078125
AT1G01710,1.0070413110749186,1.9998886191145466,3.457116939664218,3.2320745369881108,0.5273438261682243,0.7171065741239893
AT1G01715,0.9680344990654206,1.391227556923077,1.3133724685466377,1.007760774390244,0.42075577127659575,0.5535940037313433
AT1G01720,4.298472078754579,6.634752517748918,0.5448708054298642,0.601135125,0.3700313273809524,0.59893707421875
AT1G01725,0.4549710628272251,0.5883801007751938,0.5914793986013986,0.5728826822429907,0.22162003703703703,0.3399185483870968
AT1G01730,1.8469054969135803,1.9890521428571428,1.5994443212765956,1.2719811751592356,0.5515964039408867,0.6578990842911877
AT1G01740,1.4930295388888888,2.5948572880061116,1.2897419608938547,1.277027061764706,0.6335776538461538,0.7361512070116861
AT1G01750,0.7052701766561514,1.0519776462882096,1.8720639433962265,1.2363119249011858,0.5169978133333333,0.5966508681318682
AT1G01760,1.9917097971428572,3.9584126162162163,2.1459974847590955,1.2294509931034483,0.611696684596577,0.7180794599589322
AT1G01770,2.3563607548252476,4.449168798310454,6.5919546546692604,5.037523982572614,0.4715557462437396,0.8421177896825397
AT1G01780,0.9485906561264822,0.9944196429872495,2.3478307017804156,1.8274427306034482,0.6179988897959183,0.7230578957654723
AT1G01790,0.8499786478388998,1.548297249508841,2.5565158629474363,2.073507746326707,0.6090961645675903,0.7284214936079545
AT1G01800,1.8200316642771803,2.183077781414995,3.40777378280543,3.979308138242894,0.5336427713178294,0.5925598553054663
AT1G01810,3.020928076759062,3.2265640979591836,0.5124924513274336,0.4820480256410256,0.5234066237623762,0.6635336153846154
AT1G01820,1.0244570912280702,1.0760410536585365,8.235749865248227,7.170521185611511,0.4919105335276968,0.5984823048498845
AT1G01830,2.382549712522852,3.0356191301703164,0.9586744769820972,0.8187028419182949,0.5110478775510204,0.6843361466666666
AT1G01840,3.7005649329710146,2.639598504672897,0.8739802407407408,0.7525078803418803,0.6214411418439716,0.6829327527472527
AT1G01860,1.6338174155982905,3.312552249551167,3.0522997545155994,2.606791838787879,0.4767485342019544,0.7121781230068337
AT1G01870,0.7604574545454545,0.5938208571428572,0.09252383333333333,0.20459985714285714,0.14771816666666665,0.3843896923076923
AT1G01880,1.2503798579027356,1.8949248424396443,0.94655168,0.8111500041152263,0.5926173359528487,0.6968571421404682
AT1G01890,0.51797445,0.4868805882352941,0.2196845,0.270866875,0.312876625,0.28585055555555555
AT1G01900,5.023650929509632,3.951578127074443,0.3946200551558753,0.5273903255813953,1.764441079588015,0.9694505848806366
AT1G01910,0.8206509699570815,1.988893554054054,5.344928606283751,4.942052380036079,0.5739859578313253,0.6671213797678275
AT1G01920,1.1075705122887864,2.0019421197368423,1.455265741324921,1.3402059834254143,0.5948224983818771,0.8341317902494331
AT1G01930,1.2281352348668282,2.4084119702380953,4.86686027175654,4.442129738591917,0.524426344017094,0.6957898505564388
AT1G01940,1.5099356141124587,2.8051766260504203,3.0353772846560845,2.0971057172195895,0.5804294837758112,0.8249540021141649
AT1G01950,0.6692141699779249,1.4619823774625689,3.482957855170091,3.822652017047656,0.6446173662119622,0.720117602103418
AT1G01960,1.3130024229818782,2.1073253154761904,6.75038496798603,6.284970937632384,0.5743945598006645,0.717523887874837
AT1G01970,1.124456295988935,1.243802366840731,3.8100456763330217,3.5251200837765957,0.7057280140449438,0.7243119285714286
AT1G01980,9.701733448358208,5.238045310067114,0.3446629958506224,0.5301414901960785,1.2725612491039426,0.9077182809734513
AT1G01990,2.8137279090909093,9.704112601341281,4.624628321219226,1.252513634920635,0.5219553636363636,6.251680127659575
AT1G02000,3.166276272296764,4.752454605124836,1.4272382679127726,1.1196387730673316,0.5367185292207792,0.8120317833698031
AT1G02010,0.7249832860246198,1.276925928763441,1.9658523395212506,1.7849933856655291,0.6167764652278177,0.7245555532544379
AT1G02020,1.5900660791304349,2.9173087653352354,2.1774366093073594,2.1661454303977274,0.5431576113861386,0.5160572871046228
AT1G02030,4.384225088646967,3.539294912804399,0.301338605,0.3198765823529412,0.6601414182825485,0.6644195086419753
AT1G02040,13.38706597810219,9.222733617781852,0.4843051485714286,0.5091858167938931,6.604802343820225,4.316054335635359
AT1G02050,3.996335473259334,2.5390376501950587,0.6724810735294118,0.9202998794788274,0.766176579710145,0.8227966639118457
AT1G02060,2.766916917559769,2.7253635732430146,1.4519175416666668,1.8040220362537764,0.6527188164705883,0.6780534025974027
AT1G02065,5.353560901629802,3.1127119115384616,0.2660765267857143,0.4677822614107884,11.211769146895508,9.295646289724576
AT1G02067,3.618618166666667,3.4703334545454547,0.21850905882352942,0.3299723636363636,9.933989974489796,7.4868439304812835
AT1G02070,5.98360168,3.590254914616498,0.3598969210526316,0.5118726371681416,9.8358414844961235,6.975868350290698
AT1G02080,0.7555280762006976,0.7714639734816082,7.332190500285063,6.335765825945095,0.5658121353517365,0.7093077978723404
AT1G02090,1.635308456006768,2.4749100562180577,7.140235908796546,7.013719025657473,0.5389368165829146,0.6482185042016807
AT1G02100,1.4334921093514328,1.0809910586011342,6.324728759656653,7.956282493164062,0.5102688776470589,0.5754083950850661
AT1G02110,3.1399173752066116,1.0116192367941712,1.454816260391198,1.5326504770642202,0.567945394160584,0.6299636168582375
AT1G02120,1.3750096165413535,1.3672569803350327,5.995931181458265,6.6002686796699175,0.528561649776453,0.6278261350059737
AT1G02130,1.5044740422857144,1.8684877965056526,3.721402208866995,3.883449484737485,0.39265347881355933,0.5820090406976745
AT1G02140,1.0733316179337231,1.6918887218649519,5.687148302270012,6.207652831578947,0.4297962485207101,0.4809020292682927
AT1G02145,1.2822750134874759,1.8734854786729858,3.9869591936824604,3.5018397927927927,0.5829271246246246,0.7366820798122066
AT1G02150,4.284987994065282,3.0934503503649635,2.2717244036488027,2.1517559746268655,0.5370814523076923,0.596831397260274
AT1G02160,1.1371474606413994,2.469678432574431,1.7426988516320474,1.0302827267759562,0.4674450826446281,0.50932975
AT1G02170,3.3417698311444655,4.457114640105079,3.4252245144787645,4.266480984391259,0.507366366013072,0.6166222222222222
AT1G02180,2.286700565891473,1.2695876652360516,1.187960865131579,1.152457744094488,0.532203547368421,0.8829768212927757
AT1G02190,10.994096977643046,5.89187108780294,0.3767988875,0.6119796826923077,11.514041329064804,8.049744837578288
AT1G02205,8.118313674956115,5.69162303179891,0.356908025210084,0.48019660259179264,4.602226833200319,2.7227816756176155
AT1G02210,0.9885413177570094,1.813472734939759,0.23437173076923076,0.3331420769230769,1.4949523235294118,1.5860634343434343
AT1G02220,3.4703427931316435,4.621078504261364,0.34959144081632654,0.5701839918367347,0.5630705476839237,0.6462972285012285
AT1G02230,3.2529423491295937,3.8447243524451937,0.3228471588785047,0.34771386857142855,0.5889788328267477,0.5631409444444444
AT1G02250,2.013106759278897,2.169852649546828,0.3521898341463415,0.5443624010152284,0.9550922138084632,0.8914972682352941
AT1G02260,1.2667812602478552,1.7788854391951006,1.4218900974729243,1.665187153638814,0.628091181598063,0.6277811602434077
AT1G02270,0.9794026960882648,2.2652119005524862,4.3050812279411765,4.539964601954398,0.4572835804988662,0.5874542660377359
AT1G02280,0.8487415086887836,1.6853306340819023,5.739515658423493,4.735786603889458,0.46644894776119405,0.5982154732394366
AT1G02290,0.8677032742857143,1.5583367756813418,2.0972910497925312,1.777224241691843,0.49600617329545454,0.761280591002045
AT1G02300,2.32850641307578,2.9600511698938163,4.023428999246421,2.7388300866141733,0.5182908876712329,0.953687285229202
AT1G02305,1.1651720132924335,1.694952490621915,5.470782675071633,4.375136656770456,0.4982412398921833,0.5821444331797235
AT1G02310,2.9985154985611513,2.222437393786127,1.0828650328638498,0.7777104682779457,2.8538343464203235,2.00300506626506
AT1G02320,0.4052443333333333,0.2848279523809524,1.1712834222222221,1.2078914411764705,0.4153548,0.40966516
AT1G02330,0.6569389777777778,1.081805629059829,3.4306989810526316,3.392648328680203,0.4549992619047619,0.5887695100671141
AT1G02335,4.102631171122995,2.1041523198804186,0.17804566233766234,0.3531053586956522,4.33848075753012,3.209008629752066
AT1G02340,2.994475118090452,2.844455311044776,0.7966735239130435,0.6489299711538461,6.979998402657423,6.353879103019538
AT1G02350,2.3289119611111113,4.138625718918919,0.9760009785407725,0.7684368,0.41791226785714286,0.63893684375
